normalized_x1_error,normalized_x2_error,x1_estimate,x2_estimate,x1_real,x2_real,time
-0.029072584661421166,0.04568549018222989,0.4299999999999997,28.89,0.5700000000000003,28.670000000000016,4.815533315336019
-0.026967973544401957,-0.01037229751707762,0.4299999999999997,28.919999999999998,0.5600000000000023,28.97,4.820532762165517
0.0,1.465036568577526e-15,0.0,29.1,0.0,29.099999999999994,4.8500000000000005
-0.025453500400008332,0.04111719295385689,2.13,30.57,2.2600000000000002,30.360000000000014,5.107352543147966
-0.05286496236924803,-0.007831846276925453,2.13,30.57,2.4000000000000004,30.61,5.107352543147966
-0.0802484765435588,0.046974717976716686,2.14,30.58,2.549999999999997,30.340000000000003,5.109131259051995
-0.0058458707366447794,0.005845870736642703,-29.03,29.03,-28.989999999999995,28.99000000000001,6.842436619281824
-0.01898599963254743,0.03359061473450835,-29.05,29.05,-28.92,28.819999999999993,6.847150664489735
0.0,-5.186816105768837e-16,-29.060000000000002,29.06,-29.060000000000002,29.060000000000002,6.84950768709369
-0.014461944400989565,0.01301574996089251,29.029999999999998,-29.64,29.130000000000003,-29.730000000000018,6.914699519461742
-0.0072297527630501394,-0.007229752763049626,-29.639999999999997,-29.04,-29.590000000000003,-28.99000000000001,6.915865817090438
0.013013554973492922,0.013013554973491381,-29.639999999999997,-29.04,-29.730000000000004,-29.129999999999995,6.915865817090438
-0.008674210011111376,-0.007228508342593669,-29.65,-29.040000000000003,-29.589999999999996,-28.989999999999995,6.917056414721832
0.012972232251804766,-0.014413591390894471,29.43,-29.44,29.340000000000003,-29.340000000000003,6.937896134836394
0.005760544042253834,-0.005760544042252299,29.46,-29.459999999999997,29.419999999999995,-29.42,6.943788591251896
-0.04569331210284322,0.10534846957044496,-41.26,-23.07,-40.9,-23.900000000000006,7.878614690695595
-0.05272092860131365,0.10795237761221316,-41.64,-23.47,-41.22,-24.33,7.966475764797825
-0.05270171735056648,0.07152375926148148,-41.66,-23.470000000000002,-41.239999999999995,-24.039999999999992,7.96937976814312
-0.016416282527636744,-0.03954831699839705,-80.39,1.7,-80.17,2.2299999999999898,13.401328810565351
0.0067140999053498076,1.6564774010117018e-16,-80.41,1.69,-80.5,1.6899999999999977,13.404626274370932
0.004469399630224797,1.6540101252421808e-16,-80.53,1.69,-80.59,1.6899999999999977,13.424621865148465
-0.0917499858877196,-0.04401519593262248,-96.77,1.69,-95.28999999999999,2.4000000000000057,16.13079267185039
0.03715996452200541,0.0006193327420336774,-96.87,1.28,-97.47,1.269999999999996,16.146409387573176
-0.005568814088690691,0.0012375142419323456,-96.96,1.29,-96.86999999999999,1.2699999999999818,16.161430165675313
0.12442891649079159,0.03572711463596919,97.39,-1.71,95.36999999999999,-2.289999999999992,16.234168527453996
0.11149323705362967,0.016631587847779235,97.39,-1.71,95.58,-1.980000000000004,16.234168527453996
0.059677010366464465,0.03260702628270711,97.51,-1.71,96.54,-2.239999999999995,16.25416544903012
