just_up|(2.00, 2.00)|(0.00, 88.00)|(-5.69, -5.69)|(-6.93, 81.07)
just_up|(2.00, 2.00)|(88.00, 104.00)|(-5.67, -5.67)|(81.21, 97.21)
just_up|(2.00, 2.00)|(0.00, -192.00)|(-5.60, -5.60)|(-6.51, -198.51)
just_left_down|(2.00, 2.00)|(0.00, 88.00)|(0.29, -11.11)|(-1.56, 76.54)
just_left_down|(2.00, 2.00)|(88.00, 104.00)|(0.28, -11.20)|(86.16, 92.16)
just_left_down|(2.00, 2.00)|(0.00, -192.00)|(0.30, -11.15)|(-2.12, -203.12)
go_and_back|(2.00, 2.00)|(-23.37, 87.00)|(99.39, 0.29)|(72.21, 85.02)|(2.62, 1.98)|(-23.08, 87.42)
go_and_back|(2.00, 2.00)|(30.24, 100.33)|(99.51, 0.29)|(126.78, 98.09)|(2.64, 1.57)|(29.31, 99.36)
go_and_back|(2.00, 2.00)|(-12.63, -193.28)|(99.39, 0.29)|(82.74, -195.57)|(2.43, 1.58)|(-14.13, -194.30)
small_square|(2.00, 2.00)|(0.00, 88.00)|(11.58, 0.29)|(7.87, 86.52)|(11.58, 11.19)|(7.73, 97.46)|(0.87, 11.61)|(-2.90, 97.88)|(1.72, 2.87)|(-2.05, 89.33)
small_square|(2.00, 2.00)|(88.00, 104.00)|(11.41, 0.30)|(95.70, 102.30)|(11.84, 11.02)|(95.98, 112.87)|(0.64, 11.87)|(84.96, 113.79)|(1.92, 2.72)|(86.16, 104.69)
small_square|(2.00, 2.00)|(0.00, -192.00)|(11.61, 0.29)|(8.17, -193.77)|(11.61, 11.19)|(8.37, -182.99)|(0.89, 11.62)|(-1.94, -182.57)|(1.75, 2.89)|(-1.09, -191.22)
big_square|(2.00, 2.00)|(0.00, 88.00)|(29.58, 0.29)|(25.95, 85.95)|(29.58, 29.39)|(25.95, 115.05)|(0.71, 29.81)|(-2.59, 114.93)|(1.57, 2.90)|(-1.60, 88.14)
big_square|(2.00, 2.00)|(88.00, 104.00)|(29.06, 0.30)|(113.21, 102.09)|(29.49, 29.22)|(113.77, 131.06)|(0.61, 29.65)|(84.95, 131.48)|(1.46, 2.74)|(85.80, 104.43)
big_square|(2.00, 2.00)|(0.00, -192.00)|(29.11, 0.29)|(25.60, -193.90)|(29.54, 29.18)|(26.17, -165.23)|(0.65, 29.61)|(-2.67, -164.74)|(1.49, 2.71)|(-1.61, -191.30)
trajectory_1|(2.00, 2.00)|(0.00, 88.00)|(29.11, 0.30)|(25.85, 85.95)|(0.06, 29.35)|(-3.07, 114.77)|(-29.59, 0.31)|(-32.66, 85.78)|(-0.13, -29.15)|(-3.24, 56.36)|(2.00, 1.42)|(-0.84, 86.97)
trajectory_1|(2.00, 2.00)|(88.00, 104.00)|(29.09, 0.29)|(113.74, 102.16)|(0.06, 29.32)|(84.75, 131.15)|(-29.58, 0.28)|(55.16, 102.16)|(-0.15, -29.16)|(84.50, 72.82)|(1.99, 1.42)|(87.05, 103.16)
trajectory_1|(2.00, 2.00)|(0.00, -192.00)|(29.14, 0.30)|(25.73, -193.75)|(0.08, 29.36)|(-3.33, -164.69)|(-29.56, 0.32)|(-33.06, -193.82)|(-0.53, -29.32)|(-3.93, -223.55)|(1.60, 1.25)|(-1.67, -193.19)
trajectory_2|(2.00, 2.00)|(0.00, 88.00)|(11.37, 11.37)|(8.63, 96.63)|(23.31, 11.80)|(20.45, 96.91)|(12.19, 23.51)|(10.09, 108.47)|(-29.47, 0.04)|(-31.15, 84.43)|(-12.51, 0.04)|(-14.16, 84.47)|(1.44, 1.74)|(-0.60, 86.73)
trajectory_2|(2.00, 2.00)|(88.00, 104.00)|(11.33, 11.33)|(96.27, 112.27)|(23.24, 11.75)|(108.00, 112.56)|(12.13, 23.47)|(96.75, 124.20)|(-29.51, -0.00)|(55.53, 99.87)|(-12.54, -0.00)|(72.33, 99.87)|(1.30, 1.72)|(85.67, 101.71)
trajectory_2|(2.00, 2.00)|(0.00, -192.00)|(11.31, 11.31)|(8.20, -183.80)|(23.25, 11.74)|(19.97, -183.37)|(12.15, 23.46)|(8.51, -171.92)|(-29.11, 0.39)|(-32.39, -195.82)|(-12.70, 0.39)|(-19.14, -195.07)|(1.30, 1.67)|(-5.39, -193.52)
zigzag|(2.00, 2.00)|(0.00, 88.00)|(11.35, 11.35)|(8.20, 96.20)|(23.71, -11.36)|(20.86, 73.55)|(35.72, 11.56)|(33.16, 96.25)|(47.66, -11.27)|(45.09, 74.28)|(59.60, 11.60)|(57.53, 96.92)|(71.55, -11.26)|(70.40, 74.45)|(83.27, -0.15)|(82.03, 85.48)|(2.88, 1.55)|(1.86, 87.71)
zigzag|(2.00, 2.00)|(38.37, 94.27)|(11.40, 11.40)|(46.61, 101.69)|(23.77, -11.27)|(59.83, 79.07)|(35.72, 11.56)|(72.49, 101.52)|(47.67, -11.31)|(85.15, 78.87)|(59.61, 11.53)|(97.45, 101.27)|(71.58, -11.33)|(110.60, 78.92)|(83.28, -0.24)|(122.23, 89.95)|(2.75, 1.45)|(41.64, 91.64)
zigzag|(2.00, 2.00)|(-7.72, -179.10)|(11.36, 11.36)|(0.76, -170.62)|(23.74, -11.31)|(13.70, -192.96)|(35.69, 11.54)|(26.50, -170.46)|(47.63, -11.30)|(38.39, -192.43)|(59.59, 11.53)|(51.05, -169.97)|(71.51, -11.32)|(63.28, -192.61)|(83.20, -0.24)|(74.91, -181.57)|(2.79, 1.45)|(-5.59, -179.88)
