model,name,confidence,error_x1,error_x2
second_05,sapling_picked,0.835754,-1.5,4.0
second_05,grass_picked,0.830138,1.5,2.0
second_05,sapling_picked,0.828636,1.5,0.0
second_05,sapling_picked,0.506481,8.5,-58.0
second_05,tree_evergreen_1,0.89046,-4.0,2.0
second_05,tree_evergreen_3,0.88541,-7.0,5.0
second_05,tree_evergreen_3,0.875371,4.5,-9.0
second_05,tree_evergreen_1,0.861533,1.0,0.0
second_05,wilson,0.851101,-5.0,3.0
second_05,sapling_picked,0.830791,1.0,1.0
second_05,sapling_picked,0.811521,-5.5,6.0
second_05,grass_picked,0.766225,-0.5,2.0
second_05,grass,0.908738,0.5,0.0
second_05,sapling,0.896333,-1.0,1.0
second_05,grass,0.883358,0.5,0.0
second_05,wilson,0.881074,0.5,3.0
second_05,tree_evergreen_1,0.836428,-1.0,2.0
second_05,sapling_picked,0.821065,1.0,3.0
second_05,grass,0.662011,0.0,5.0
second_05,tree_evergreen_2,0.375835,4.5,4.0
second_05,grass,0.917291,0.5,0.0
second_05,grass,0.915943,1.0,2.0
second_05,grass,0.89429,-0.5,0.0
second_05,grass,0.888968,2.5,2.0
second_05,grass,0.888393,0.5,1.0
second_05,wilson,0.888176,2.0,4.0
second_05,sapling,0.883863,1.5,3.0
second_05,tree_evergreen_3,0.876727,-1.5,-2.0
second_05,tree_evergreen_2,0.804614,-2.5,2.0
second_05,grass,0.63191,6.5,60.0
second_05,grass,0.460721,3.5,23.0
second_05,grass,0.919107,1.5,2.0
second_05,grass,0.914282,3.5,5.0
second_05,grass,0.912267,2.5,3.0
second_05,grass,0.906919,1.0,-4.0
second_05,wilson,0.899288,-0.5,3.0
second_05,grass,0.895744,0.5,1.0
second_05,sapling,0.89561,1.5,7.0
second_05,grass,0.892396,3.0,0.0
second_05,tree_evergreen_3,0.858811,-5.5,4.0
second_05,tree_evergreen_2,0.856204,1.0,-1.0
second_05,grass,0.924428,1.0,2.0
second_05,grass,0.902231,1.0,3.0
second_05,wilson,0.8949,3.0,5.0
second_05,tree_evergreen_3,0.876333,-3.5,-2.0
second_05,grass,0.847289,-1.5,-2.0
second_05,grass,0.782927,1.5,9.0
second_05,tree_evergreen_2,0.774261,-3.5,0.0
second_05,grass,0.898808,0.5,2.0
second_05,grass,0.896823,0.5,2.0
second_05,sapling_picked,0.890112,-0.5,2.0
second_05,wilson,0.889795,2.0,6.0
second_05,grass,0.885626,-1.5,2.0
second_05,grass_picked,0.859888,-0.5,6.0
second_05,grass,0.853076,3.0,7.0
second_05,grass,0.838106,1.0,0.0
second_05,grass,0.818054,4.0,-1.0
second_05,tree_evergreen_2,0.40184,4.0,1.0
second_05,grass,0.281853,6.0,11.0
second_05,grass,0.91581,1.5,2.0
second_05,grass,0.91385,0.5,2.0
second_05,grass,0.877024,1.5,5.0
second_05,wilson,0.871382,2.5,4.0
second_05,grass,0.832666,1.5,3.0
second_05,grass_picked,0.819394,-0.5,1.0
second_05,grass,0.813567,4.0,-5.0
second_05,grass_picked,0.796735,-1.5,0.0
second_05,grass,0.497053,7.5,51.0
second_05,grass,0.374571,12.5,83.0
second_05,grass,0.888256,1.5,-4.0
second_05,grass,0.884354,-0.5,-8.0
second_05,grass,0.876964,-0.5,4.0
second_05,grass,0.86745,-0.5,0.0
second_05,wilson,0.839894,-0.5,4.0
second_05,grass,0.836318,0.5,0.0
second_05,grass_picked,0.812137,-2.5,3.0
second_05,grass_picked,0.757979,0.0,2.0
second_05,grass,0.59513,38.5,72.0
second_05,grass,0.270561,30.5,68.0
second_05,grass,0.910295,2.5,3.0
second_05,grass,0.908316,0.5,3.0
second_05,grass,0.906642,0.5,2.0
second_05,grass,0.891705,1.5,1.0
second_05,grass,0.884809,2.5,2.0
second_05,wilson,0.875554,1.5,4.0
second_05,grass,0.920054,1.0,3.0
second_05,grass,0.911777,0.5,2.0
second_05,grass,0.910951,0.5,3.0
second_05,grass,0.910037,1.5,6.0
second_05,wilson,0.879536,1.5,5.0
second_05,grass,0.91454,-1.5,1.0
second_05,grass,0.899038,0.5,-3.0
second_05,grass,0.888879,1.0,3.0
second_05,wilson,0.886349,2.5,3.0
second_05,grass,0.916728,2.0,0.0
second_05,grass,0.897036,-1.5,2.0
second_05,sapling,0.895689,0.5,3.0
second_05,grass,0.877975,2.5,4.0
second_05,spider,0.8625,2.0,0.0
second_05,wilson,0.851018,1.5,-1.0
second_05,grass,0.907975,0.5,2.0
second_05,grass,0.906815,-0.5,3.0
second_05,grass,0.894215,0.5,4.0
second_05,wilson,0.886637,-0.5,8.0
second_05,grass,0.881454,0.5,1.0
second_05,grass,0.909606,1.0,2.0
second_05,grass,0.908297,-0.5,3.0
second_05,grass,0.891965,2.0,2.0
second_05,wilson,0.86627,2.5,-2.0
second_05,grass,0.913491,2.0,3.0
second_05,grass,0.91324,0.5,2.0
second_05,grass,0.900949,1.5,1.0
second_05,wilson,0.898384,0.0,7.0
second_05,grass,0.896791,2.5,2.0
second_05,grass,0.893469,0.0,1.0
second_05,grass,0.891365,0.5,0.0
second_05,grass,0.927435,1.5,3.0
second_05,grass,0.915986,0.0,0.0
second_05,grass,0.912151,1.0,0.0
second_05,grass,0.908193,1.5,3.0
second_05,grass,0.904461,0.5,2.0
second_05,grass,0.902692,-0.5,1.0
second_05,grass,0.896899,2.0,2.0
second_05,wilson,0.89126,-2.5,7.0
second_05,grass,0.914444,0.5,0.0
second_05,grass,0.911418,1.5,4.0
second_05,grass,0.908577,1.0,2.0
second_05,grass,0.908564,2.0,1.0
second_05,grass,0.906024,1.0,4.0
second_05,grass,0.903541,3.0,3.0
second_05,grass,0.896075,0.0,2.0
second_05,grass,0.884724,1.0,1.0
second_05,wilson,0.857795,3.0,-6.0
second_05,grass,0.914272,-2.0,3.0
second_05,grass,0.911049,1.0,2.0
second_05,wilson,0.897943,-1.5,-2.0
second_05,grass,0.889769,6.0,3.0
second_05,grass,0.884291,0.5,2.0
second_05,grass,0.572481,57.0,63.0
second_05,wilson,0.858382,2.0,-1.0
second_05,wilson,0.895191,0.5,1.0
second_05,tree_evergreen_3,0.910287,-0.5,7.0
second_05,sapling,0.891511,1.5,2.0
second_05,tree_evergreen_2,0.887184,-3.0,1.0
second_05,sapling,0.882957,1.0,-1.0
second_05,tree_evergreen_1,0.818329,1.5,3.0
second_05,carrot_planted,0.726029,2.0,2.0
second_05,tree_evergreen_3,0.900263,-2.5,2.0
second_05,sapling,0.895305,2.5,2.0
second_05,tree_evergreen_1,0.890252,0.5,6.0
second_05,tree_evergreen_2,0.872352,1.5,5.0
second_05,tree_evergreen_1,0.865156,-1.0,2.0
second_05,tree_evergreen_2,0.863398,2.0,3.0
second_05,sapling,0.844759,1.0,0.0
second_05,flint,0.834631,-1.0,2.0
second_05,sapling,0.82581,2.5,8.0
second_05,carrot_planted,0.799079,2.0,1.0
second_05,wilson,0.912726,2.5,5.0
second_05,tree_evergreen_1,0.910451,-2.0,-2.0
second_05,tree_evergreen_3,0.900957,-0.5,7.0
second_05,tree_evergreen_1,0.890977,1.5,-1.0
second_05,sapling_picked,0.88473,1.0,1.0
second_05,sapling,0.881603,3.0,5.0
second_05,flint,0.857402,1.0,1.0
second_05,tree_evergreen_2,0.848869,3.5,-1.0
second_05,sapling,0.846879,1.0,6.0
second_05,tree_evergreen_2,0.839238,3.5,-6.0
second_05,carrot_planted,0.820903,2.0,4.0
second_05,flint,0.773893,-1.0,10.0
second_05,sapling_picked,0.895476,0.5,2.0
second_05,tree_evergreen_3,0.889324,0.0,-4.0
second_05,tree_evergreen_2,0.862708,1.0,2.0
second_05,flint,0.854076,1.5,1.0
second_05,tree_evergreen_2,0.834632,-4.0,-4.0
second_05,sapling,0.826198,6.0,4.0
second_05,sapling,0.824741,1.0,2.0
second_05,wilson,0.776952,3.5,2.0
second_05,tree_evergreen_1,0.731211,2.5,-4.0
second_05,sapling_picked,0.900108,0.5,3.0
second_05,tree_evergreen_2,0.866171,-2.0,-4.0
second_05,wilson,0.864091,1.5,11.0
second_05,grass,0.850225,0.5,1.0
second_05,sapling_picked,0.849302,3.0,-2.0
second_05,sapling,0.800201,5.5,2.0
second_05,flint,0.309015,-3.5,2.0
second_05,sapling_picked,0.894548,1.5,2.0
second_05,tree_evergreen_2,0.866776,-2.5,2.0
second_05,sapling_picked,0.853479,-1.0,3.0
second_05,grass,0.850098,1.0,4.0
second_05,wilson,0.818457,1.0,4.0
second_05,wilson,0.889592,0.0,-1.0
second_05,sapling_picked,0.641544,-4.0,5.0
second_05,wilson,0.888106,-0.5,2.0
second_05,wilson,0.901663,-0.5,0.0
second_05,wilson,0.887411,-5.5,-1.0
second_05,wilson,0.879115,0.0,2.0
second_05,rock1,0.900697,0.5,-5.0
second_05,tree_evergreen_3,0.872931,1.5,5.0
second_05,tree_evergreen_1,0.863901,2.0,-3.0
second_05,tree_evergreen_2,0.863793,0.0,0.0
second_05,wilson,0.857624,-3.0,-10.0
second_05,rock1,0.899751,0.0,2.0
second_05,wilson,0.89637,1.5,4.0
second_05,grass,0.896208,1.5,2.0
second_05,tree_evergreen_3,0.862898,-3.0,1.0
second_05,tree_evergreen_1,0.846093,-4.5,-1.0
second_05,tree_evergreen_2,0.832077,3.0,3.0
second_05,wilson,0.88038,1.5,2.0
second_05,grass,0.876907,0.5,0.0
second_05,tree_evergreen_1,0.838304,-1.5,-2.0
second_05,wilson,0.88924,2.0,3.0
second_05,sapling,0.900566,-0.5,3.0
second_05,wilson,0.896735,-1.5,5.0
second_05,sapling,0.891804,1.5,2.0
second_05,sapling,0.887276,2.0,6.0
second_05,wilson,0.903534,3.0,5.0
second_05,sapling,0.895242,1.5,2.0
second_05,grass,0.929186,2.0,5.0
second_05,wilson,0.911224,1.5,3.0
second_05,grass,0.92278,2.0,1.0
second_05,grass,0.910671,0.0,3.0
second_05,sapling,0.906867,0.0,3.0
second_05,grass,0.903946,0.5,2.0
second_05,wilson,0.889731,-1.0,1.0
second_05,grass,0.908959,2.0,0.0
second_05,wilson,0.898245,1.5,1.0
second_05,grass,0.913608,0.5,2.0
second_05,wilson,0.88975,0.5,5.0
second_05,grass,0.906879,-0.5,-2.0
second_05,grass,0.906191,0.5,3.0
second_05,wilson,0.874838,0.5,4.0
second_05,grass,0.896524,0.5,2.0
second_05,wilson,0.891511,2.5,1.0
second_05,grass,0.913411,0.0,1.0
second_05,wilson,0.879111,1.5,1.0
second_05,grass,0.926423,1.5,0.0
second_05,grass,0.875746,3.5,0.0
second_05,wilson,0.873122,2.5,3.0
second_05,grass,0.815945,-0.5,3.0
second_05,grass,0.917918,2.0,2.0
second_05,grass,0.907808,-0.5,4.0
second_05,grass,0.903726,1.0,2.0
second_05,grass,0.900874,2.0,0.0
second_05,wilson,0.86475,-0.5,-5.0
second_05,grass,0.914095,0.5,3.0
second_05,grass,0.913226,1.5,3.0
second_05,grass,0.90547,1.5,1.0
second_05,grass,0.900459,2.0,2.0
second_05,wilson,0.864106,4.5,3.0
second_05,grass,0.909526,1.5,3.0
second_05,grass,0.886731,0.0,-1.0
second_05,wilson,0.881853,-0.5,-2.0
second_05,grass,0.878251,3.5,3.0
second_05,grass,0.91431,0.5,4.0
second_05,grass,0.898546,3.0,3.0
second_05,grass,0.897561,0.5,2.0
second_05,wilson,0.869536,-2.0,2.0
second_05,wilson,0.873934,-2.5,2.0
second_05,grass,0.930652,0.5,2.0
second_05,grass,0.92208,1.5,2.0
second_05,wilson,0.849626,2.0,0.0
second_05,grass,0.915108,0.5,3.0
second_05,grass,0.909849,2.0,2.0
second_05,grass,0.909832,1.0,1.0
second_05,grass,0.90982,0.5,3.0
second_05,rock2,0.903638,0.0,0.0
second_05,wilson,0.849764,-8.0,9.0
second_05,rock2,0.912419,-1.0,1.0
second_05,grass,0.907259,2.0,1.0
second_05,grass,0.89184,0.0,1.0
second_05,wilson,0.868309,0.0,5.0
second_05,grass,0.836096,2.0,4.0
second_05,tallbird,0.725745,3.5,-26.0
second_05,grass,0.932004,0.5,3.0
second_05,grass,0.920669,-0.5,1.0
second_05,grass,0.913373,0.5,3.0
second_05,rock2,0.894278,0.5,-4.0
second_05,wilson,0.883295,0.0,-2.0
second_05,tallbird,0.596726,-1.5,-10.0
second_05,grass,0.916405,1.0,3.0
second_05,grass,0.913931,-0.5,5.0
second_05,wilson,0.846703,-1.5,-1.0
second_05,grass,0.905278,0.5,3.0
second_05,grass,0.898571,2.5,4.0
second_05,grass,0.891403,1.5,4.0
second_05,grass,0.891185,-1.5,0.0
second_05,wilson,0.890822,3.5,4.0
second_05,sapling,0.882199,2.0,5.0
second_05,grass,0.879709,-1.0,8.0
second_05,grass,0.871989,0.5,2.0
second_05,tree_evergreen_1,0.828362,-3.0,6.0
second_05,tree_evergreen_1,0.811195,3.5,7.0
second_05,tree_evergreen_1,0.801471,-1.5,1.0
second_05,tree_evergreen_3,0.617848,-8.0,-3.0
second_05,grass,0.917749,2.0,4.0
second_05,grass,0.907279,0.5,0.0
second_05,grass,0.874811,2.5,2.0
second_05,sapling,0.859187,5.5,2.0
second_05,grass,0.849264,1.0,-4.0
second_05,wilson,0.82649,1.5,0.0
second_05,hound,0.768985,1.0,-5.0
second_05,grass,0.92499,1.5,1.0
second_05,grass,0.913104,0.5,0.0
second_05,grass,0.900152,1.5,2.0
second_05,wilson,0.854691,5.5,-1.0
second_05,grass,0.915552,0.5,2.0
second_05,grass,0.909837,0.5,2.0
second_05,grass,0.899964,3.0,3.0
second_05,wilson,0.894095,3.0,-1.0
second_05,grass,0.914073,1.0,4.0
second_05,grass,0.908489,2.5,1.0
second_05,grass,0.892026,-0.5,3.0
second_05,wilson,0.878879,3.5,7.0
second_05,grass,0.913215,0.5,2.0
second_05,wilson,0.885959,6.5,4.0
second_05,grass,0.91375,2.0,4.0
second_05,wilson,0.857371,1.0,6.0
second_05,grass,0.900292,0.5,0.0
second_05,wilson,0.875686,3.5,5.0
second_05,grass,0.914771,1.0,1.0
second_05,grass,0.914461,0.5,5.0
second_05,grass,0.88387,1.0,2.0
second_05,hound,0.88301,0.5,19.0
second_05,sapling,0.850759,6.0,3.0
second_05,wilson,0.844441,1.5,1.0
second_05,grass,0.812139,1.0,8.0
second_05,spider,0.638556,0.5,5.0
second_05,hound,0.332218,3.0,4.0
second_05,grass,0.911667,0.0,1.0
second_05,grass,0.908085,1.0,2.0
second_05,grass,0.89731,0.5,1.0
second_05,grass,0.860119,-0.5,-2.0
second_05,grass,0.848134,1.0,1.0
second_05,wilson,0.845749,2.0,1.0
second_05,grass,0.909245,2.0,1.0
second_05,grass,0.905682,0.5,3.0
second_05,grass,0.892962,2.5,1.0
second_05,grass,0.884501,0.0,4.0
second_05,wilson,0.853603,0.0,2.0
second_05,grass,0.923953,1.5,3.0
second_05,grass,0.922885,0.5,4.0
second_05,grass,0.916937,1.0,4.0
second_05,grass,0.91503,-0.5,2.0
second_05,grass,0.894902,0.5,5.0
second_05,wilson,0.85499,-1.0,5.0
second_05,grass,0.916004,1.5,1.0
second_05,grass,0.91514,1.0,0.0
second_05,grass,0.911969,2.0,0.0
second_05,wilson,0.848297,4.0,4.0
second_05,wilson,0.893988,-0.5,9.0
second_05,grass,0.920455,3.0,4.0
second_05,grass,0.891952,1.5,2.0
second_05,grass,0.883322,2.5,3.0
second_05,sapling,0.877776,1.5,-1.0
second_05,hound,0.804959,1.5,-5.0
second_05,grass,0.773094,0.5,6.0
second_05,wilson,0.70492,6.0,4.0
second_05,hound,0.646086,-3.0,-3.0
second_05,spider,0.348465,-8.0,-6.0
second_05,spider,0.229124,16.5,8.0
second_05,grass,0.91907,1.5,4.0
second_05,grass,0.910381,0.5,2.0
second_05,wilson,0.86562,1.0,2.0
second_05,grass,0.853136,1.5,3.0
second_05,grass,0.918396,0.5,1.0
second_05,grass,0.915765,1.0,4.0
second_05,wilson,0.896897,0.0,4.0
second_05,grass,0.895729,1.0,2.0
second_05,wilson,0.891317,0.0,1.0
second_05,rock2,0.825844,-2.5,6.0
second_05,flint,0.801713,-0.5,4.0
second_05,grass,0.909977,-1.5,5.0
second_05,grass,0.909931,1.0,1.0
second_05,grass,0.863327,1.0,-1.0
second_05,wilson,0.860246,2.5,0.0
second_05,flint,0.813031,-2.5,4.0
second_05,grass,0.912367,-0.5,3.0
second_05,wilson,0.884734,2.0,5.0
second_05,tree_evergreen_2,0.548078,6.5,6.0
second_05,grass,0.923395,2.0,1.0
second_05,grass,0.914468,1.5,1.0
second_05,wilson,0.866743,0.0,4.0
second_05,grass,0.919552,0.5,5.0
second_05,grass,0.906198,2.0,2.0
second_05,sapling,0.89785,-1.5,2.0
second_05,grass,0.88681,2.5,7.0
second_05,wilson,0.886216,0.5,6.0
second_05,grass,0.872223,-0.5,7.0
second_05,spider,0.747157,0.0,3.0
second_05,hound,0.729728,1.5,4.0
second_05,hound,0.446058,14.0,3.0
second_05,hound,0.373121,-4.0,3.0
second_05,hound,0.251748,6.0,15.0
second_05,hound,0.191368,13.5,-15.0
second_05,hound,0.17308,-4.0,20.0
second_05,hound,0.121748,-16.5,-5.0
second_05,hound,0.121209,37.0,10.0
second_05,grass,0.871128,1.0,3.0
second_05,wilson,0.845,-1.0,3.0
second_05,sapling_picked,0.832838,2.0,6.0
second_05,tree_evergreen_2,0.712401,0.0,-1.0
second_05,wilson,0.889984,1.5,2.0
second_05,tree_evergreen_2,0.608699,0.5,10.0
second_05,sapling_picked,0.293005,-3.5,4.0
second_05,sapling,0.897395,0.0,1.0
second_05,wilson,0.864527,1.5,4.0
second_05,wilson,0.886837,-0.5,2.0
second_05,tree_evergreen_2,0.100534,-5.5,4.0
second_05,sapling,0.915489,0.5,4.0
second_05,sapling,0.895229,1.0,3.0
second_05,grass,0.893798,1.0,1.0
second_05,berry_bush_harvested,0.889193,4.0,6.0
second_05,grass,0.888748,0.5,2.0
second_05,grass,0.885931,-0.5,2.0
second_05,wilson,0.875917,0.0,-1.0
second_05,tree_evergreen_3,0.822895,3.0,0.0
second_05,tree_evergreen_2,0.71157,-1.0,4.0
second_05,grass,0.912307,1.0,3.0
second_05,grass,0.894744,2.5,0.0
second_05,berry_bush_harvested,0.888493,3.0,2.0
second_05,sapling,0.874079,2.5,2.0
second_05,sapling,0.869681,0.5,1.0
second_05,sapling,0.524673,23.0,5.0
second_05,tree_evergreen_1,0.388835,4.5,13.0
second_05,sapling,0.905038,1.0,5.0
second_05,grass,0.891707,0.5,2.0
second_05,sapling,0.884131,2.0,4.0
second_05,grass,0.876063,2.0,7.0
second_05,sapling_picked,0.855184,2.0,2.0
second_05,wilson,0.851744,1.5,-1.0
second_05,tree_evergreen_3,0.83651,3.5,8.0
second_05,tree_evergreen_2,0.78681,4.0,22.0
second_05,tree_evergreen_2,0.769292,5.0,-1.0
second_05,grass_picked,0.65882,0.5,0.0
second_05,sapling_picked,0.540135,-1.5,0.0
second_05,sapling,0.898484,2.0,4.0
second_05,grass,0.887316,0.0,-1.0
second_05,sapling_picked,0.873892,2.5,1.0
second_05,tree_evergreen_3,0.827362,6.5,10.0
second_05,tree_evergreen_2,0.821436,2.5,11.0
second_05,tree_evergreen_2,0.789914,-3.0,-3.0
second_05,grass_picked,0.458362,-2.5,0.0
second_05,sapling_picked,0.416764,-0.5,-2.0
second_05,grass,0.913901,0.5,1.0
second_05,sapling,0.904745,1.0,1.0
second_05,grass,0.883048,-2.5,4.0
second_05,grass,0.875351,-1.0,3.0
second_05,wilson,0.872015,1.0,4.0
second_05,grass,0.85482,0.5,9.0
second_05,grass,0.834798,-3.0,-3.0
second_05,tree_evergreen_3,0.826007,3.0,0.0
second_05,grass,0.72883,-6.5,-1.0
second_05,grass,0.544538,12.0,11.0
second_05,grass,0.901027,0.0,7.0
second_05,sapling,0.890108,2.0,3.0
second_05,grass,0.88048,-0.5,6.0
second_05,grass,0.879067,2.0,2.0
second_05,wilson,0.872613,0.5,2.0
second_05,tree_evergreen_1,0.870113,0.5,3.0
second_05,tree_evergreen_3,0.862941,3.0,2.0
second_05,grass,0.841629,2.5,2.0
second_05,tree_evergreen_3,0.81033,4.5,-4.0
second_05,berry_bush,0.152375,-0.5,4.0
second_05,sapling,0.892699,-0.5,2.0
second_05,grass,0.892503,1.5,4.0
second_05,grass,0.891053,0.5,1.0
second_05,tree_evergreen_1,0.8735,1.5,0.0
second_05,wilson,0.859861,5.0,11.0
second_05,tree_evergreen_3,0.846214,1.5,5.0
second_05,tree_evergreen_3,0.778986,3.0,10.0
second_05,grass,0.415984,-70.5,-56.0
second_05,grass,0.898528,1.5,2.0
second_05,tree_evergreen_1,0.895127,1.0,4.0
second_05,sapling,0.892603,0.5,2.0
second_05,grass,0.8875,1.5,1.0
second_05,grass,0.878929,1.5,-1.0
second_05,tree_evergreen_3,0.839276,5.0,9.0
second_05,wilson,0.751706,-2.5,3.0
second_05,grass,0.908355,-0.5,4.0
second_05,sapling,0.891292,2.5,2.0
second_05,grass,0.888474,0.5,5.0
second_05,tree_evergreen_1,0.857094,2.5,5.0
second_05,berry_bush_harvested,0.846178,2.0,2.0
second_05,wilson,0.828691,2.5,1.0
second_05,tree_evergreen_3,0.783759,2.0,9.0
second_05,grass,0.896737,1.0,5.0
second_05,wilson,0.886456,1.0,5.0
second_05,grass,0.879678,-0.5,6.0
second_05,berry_bush_harvested,0.875346,3.0,5.0
second_05,sapling_picked,0.874864,2.0,1.0
second_05,tree_evergreen_3,0.872668,-2.0,1.0
second_05,tree_evergreen_1,0.839423,2.5,1.0
second_05,tree_evergreen_3,0.76566,4.5,2.0
second_05,grass,0.447366,-62.5,-52.0
second_05,grass,0.899239,0.0,3.0
second_05,grass,0.892078,1.5,2.0
second_05,sapling_picked,0.882981,2.0,1.0
second_05,tree_evergreen_3,0.864175,0.0,5.0
second_05,wilson,0.862189,-4.5,6.0
second_05,tree_evergreen_1,0.859894,-2.0,4.0
second_05,grass_picked,0.849936,2.0,0.0
second_05,tree_evergreen_3,0.833586,9.5,4.0
second_05,grass,0.829712,-1.0,-3.0
second_05,grass,0.884015,-2.0,5.0
second_05,wilson,0.871717,-1.5,2.0
second_05,grass,0.921643,1.5,4.0
second_05,grass,0.917411,1.5,-1.0
second_05,grass,0.911688,1.0,2.0
second_05,hound,0.911093,-0.5,-1.0
second_05,grass,0.909324,0.5,0.0
second_05,sapling,0.890117,2.5,2.0
second_05,wilson,0.878993,1.5,0.0
second_05,hound,0.796096,1.0,-8.0
second_05,hound,0.111999,-8.0,-20.0
second_05,grass,0.926873,1.5,3.0
second_05,grass,0.919895,0.5,2.0
second_05,grass,0.905778,1.5,1.0
second_05,grass,0.900548,0.5,2.0
second_05,wilson,0.878636,2.0,6.0
second_05,grass,0.883165,5.5,4.0
second_05,wilson,0.85961,0.0,4.0
second_05,clock_bishop,0.121397,4.5,10.0
second_05,wilson,0.872735,6.0,11.0
second_05,flint,0.411555,-1.5,6.0
second_05,sapling,0.895008,-1.0,1.0
second_05,sapling,0.891899,1.5,2.0
second_05,wilson,0.874223,0.0,4.0
second_05,tree_evergreen_2,0.320088,7.0,6.0
second_05,wilson,0.856162,2.5,13.0
second_05,wilson,0.886019,3.0,3.0
second_05,flint,0.832268,-1.5,-4.0
second_05,rock2,0.894653,12.5,-1.0
second_05,flint,0.852086,-2.0,2.0
second_05,wilson,0.846875,-1.0,-5.0
second_05,flint,0.8264,-2.0,3.0
second_05,flint,0.531686,7.5,1.0
second_05,flint,0.529264,-3.5,-3.0
second_05,flint,0.825794,1.5,-1.0
second_05,wilson,0.683096,6.0,0.0
second_05,flint,0.421868,-2.0,7.0
second_05,wilson,0.369835,7.0,36.0
second_05,wilson,0.769359,-1.0,2.0
second_05,wilson,0.824833,4.5,4.0
second_05,grass,0.891138,2.5,2.0
second_05,hound,0.863532,0.0,4.0
second_05,wilson,0.853941,1.5,-2.0
second_05,hound,0.768874,1.5,3.0
second_05,wilson,0.826623,0.0,11.0
second_05,wilson,0.868714,3.5,5.0
second_05,wilson,0.834865,0.0,0.0
second_05,wilson,0.813371,3.0,1.0
second_05,wilson,0.602202,-2.0,4.0
second_05,grass,0.909183,0.5,4.0
second_05,grass,0.894217,2.5,7.0
second_05,hound,0.883583,-1.5,5.0
second_05,wilson,0.881415,6.0,10.0
second_05,grass,0.864804,-1.5,2.0
second_05,hound,0.861497,-1.0,1.0
second_05,wilson,0.886911,1.5,5.0
second_05,wilson,0.855879,-1.0,3.0
second_05,wilson,0.841075,3.0,3.0
second_05,wilson,0.844567,0.5,9.0
second_05,wilson,0.794464,-9.0,15.0
second_05,wilson,0.859104,2.0,-5.0
second_05,wilson,0.849131,5.5,6.0
second_05,wilson,0.820761,3.0,10.0
second_05,wilson,0.853903,0.5,1.0
second_05,wilson,0.842428,1.5,10.0
second_05,wilson,0.873722,3.0,1.0
second_05,wilson,0.875563,0.5,-3.0
second_05,rock1,0.834854,3.0,1.0
second_05,flint,0.824885,1.5,0.0
second_05,rock2,0.202797,7.5,-6.0
second_05,wilson,0.764763,2.5,-1.0
second_05,wilson,0.8622,7.5,1.0
second_05,rock2,0.247004,1.5,17.0
second_05,rock2,0.876188,4.0,3.0
second_05,wilson,0.886989,5.0,-3.0
second_05,wilson,0.860995,-1.5,3.0
second_05,wilson,0.866279,2.0,8.0
second_05,wilson,0.879503,0.0,3.0
second_05,rock2,0.878106,1.0,8.0
second_05,wilson,0.857492,-0.5,0.0
second_05,flint,0.818433,2.0,-3.0
second_05,grass,0.909864,0.5,3.0
second_05,sapling,0.905185,2.0,-3.0
second_05,sapling,0.900372,4.0,2.0
second_05,grass,0.894358,2.5,1.0
second_05,grass,0.889534,0.0,2.0
second_05,grass,0.886694,1.5,3.0
second_05,grass,0.87944,0.5,6.0
second_05,wilson,0.861398,-2.0,7.0
second_05,hound,0.777987,-4.5,-2.0
second_05,spider,0.553021,-0.5,0.0
second_05,spider,0.523255,1.0,-1.0
second_05,spider,0.517815,11.0,6.0
second_05,hound,0.361453,8.5,-19.0
second_05,spider,0.309441,14.5,6.0
second_05,wilson,0.869933,-0.5,2.0
second_05,flint,0.781519,0.5,-1.0
second_05,wilson,0.860948,2.5,2.0
second_05,flint,0.813177,3.0,1.0
second_05,rock2,0.910822,3.0,1.0
second_05,wilson,0.908567,3.5,0.0
second_05,flint,0.761209,-0.5,5.0
second_05,rock1,0.903534,0.5,-1.0
second_05,wilson,0.793645,11.0,8.0
second_05,rock1,0.882129,-0.5,-6.0
second_05,wilson,0.766683,0.0,0.0
second_05,rock1,0.893756,-1.5,0.0
second_05,wilson,0.861605,1.5,8.0
second_05,rock2,0.250275,43.5,-1.0
second_05,wilson,0.892657,0.5,4.0
second_05,rock1,0.884602,5.0,4.0
second_05,rock2,0.870888,1.5,2.0
second_05,gold_nugget,0.705392,2.0,0.0
second_05,wilson,0.901843,-0.5,3.0
second_05,rock1,0.888977,3.0,5.0
second_05,gold_nugget,0.633587,0.0,6.0
second_05,rocks,0.419569,0.5,3.0
second_05,rock2,0.914998,-2.5,6.0
second_05,rock2,0.904581,1.0,1.0
second_05,rock1,0.9016,2.0,-6.0
second_05,wilson,0.892787,4.0,2.0
second_05,rock1,0.890608,-1.0,3.0
second_05,rock2,0.887953,1.0,8.0
second_05,rock1,0.886388,0.5,3.0
second_05,rock1,0.840811,-1.0,4.0
second_05,flint,0.787963,0.5,4.0
second_05,sapling,0.908549,-0.5,-1.0
second_05,sapling,0.906832,1.5,5.0
second_05,grass,0.903234,1.5,1.0
second_05,sapling,0.893927,1.5,4.0
second_05,sapling,0.890504,0.5,6.0
second_05,grass,0.889568,0.5,5.0
second_05,grass,0.881152,0.5,5.0
second_05,grass,0.877526,3.5,7.0
second_05,wilson,0.871274,-7.0,4.0
second_05,hound,0.821488,1.5,8.0
second_05,spider,0.717411,6.5,7.0
second_05,spider,0.70955,4.5,4.0
