model,name,confidence,error_x1,error_x2
second_01,morsel,0.740676,0.5,-2.0
second_01,seeds,0.725822,-2.0,4.0
second_01,honey,0.675782,-2.0,0.0
second_01,fish,0.635697,-2.5,-1.0
second_01,meat,0.59693,0.0,-2.0
second_01,wilson,0.823219,-0.5,3.0
second_01,log,0.813457,5.5,0.0
second_01,spider_nest3,0.811941,3.5,-13.0
second_01,frog_legs,0.784705,-1.0,5.0
second_01,meat,0.783589,0.0,-1.0
second_01,seeds,0.738843,1.5,-1.0
second_01,morsel,0.724356,-0.5,2.0
second_01,monster_meat,0.705228,-1.0,0.0
second_01,seeds,0.688292,3.0,0.0
second_01,fish,0.661797,0.5,4.0
second_01,honey,0.561236,0.5,1.0
second_01,wilson,0.850958,0.0,-4.0
second_01,frog_legs,0.837056,0.0,1.0
second_01,spider_nest3,0.78226,4.0,0.0
second_01,meat,0.744413,0.0,2.0
second_01,monster_meat,0.736189,1.5,1.0
second_01,seeds,0.727182,-1.5,0.0
second_01,seeds,0.724458,2.0,2.0
second_01,honey,0.687507,1.0,3.0
second_01,fish,0.65366,-1.0,2.0
second_01,morsel,0.634747,1.5,4.0
second_01,log,0.284307,1.5,-3.0
second_01,log,0.831337,-1.0,4.0
second_01,wilson,0.828017,0.0,1.0
second_01,meat,0.823165,5.0,1.0
second_01,spider_nest3,0.816576,-4.5,-2.0
second_01,frog_legs,0.812968,2.0,3.0
second_01,seeds,0.771356,0.5,3.0
second_01,seeds,0.764876,2.0,-2.0
second_01,monster_meat,0.734459,-0.5,-2.0
second_01,fish,0.722185,0.5,0.0
second_01,honey,0.718328,1.5,0.0
second_01,morsel,0.682435,1.0,-3.0
second_01,meat,0.839551,3.0,2.0
second_01,wilson,0.834312,0.5,7.0
second_01,log,0.826354,4.0,0.0
second_01,frog_legs,0.805416,-1.5,1.0
second_01,spider_nest3,0.80083,-6.0,-2.0
second_01,morsel,0.764891,0.0,-3.0
second_01,monster_meat,0.744865,0.5,0.0
second_01,honey,0.738312,2.0,5.0
second_01,fish,0.721358,1.5,2.0
second_01,seeds,0.713025,0.0,-2.0
second_01,seeds,0.685935,0.5,1.0
second_01,meat,0.850833,2.0,2.0
second_01,wilson,0.84908,0.0,6.0
second_01,log,0.83867,-1.5,8.0
second_01,spider_nest3,0.809391,-3.0,1.0
second_01,frog_legs,0.799522,-0.5,-3.0
second_01,seeds,0.756052,-0.5,-1.0
second_01,morsel,0.74613,2.0,-1.0
second_01,monster_meat,0.724046,1.0,2.0
second_01,honey,0.722571,0.0,7.0
second_01,seeds,0.710274,-4.0,3.0
second_01,fish,0.642569,0.0,-2.0
second_01,wilson,0.854943,-2.5,5.0
second_01,log,0.83574,2.0,2.0
second_01,frog_legs,0.822372,3.0,-3.0
second_01,spider_nest3,0.820231,-8.5,4.0
second_01,meat,0.815329,-1.5,0.0
second_01,morsel,0.755912,0.0,7.0
second_01,monster_meat,0.748913,3.0,-1.0
second_01,seeds,0.735069,2.5,-3.0
second_01,seeds,0.725252,0.0,0.0
second_01,honey,0.661227,0.0,-1.0
second_01,fish,0.646029,-0.5,3.0
second_01,wilson,0.854868,-1.0,3.0
second_01,log,0.849101,-2.0,-3.0
second_01,meat,0.849027,-2.0,2.0
second_01,spider_nest3,0.814201,-6.0,4.0
second_01,frog_legs,0.810777,1.5,4.0
second_01,seeds,0.778915,-1.5,1.0
second_01,monster_meat,0.770456,1.5,0.0
second_01,seeds,0.729804,2.0,3.0
second_01,honey,0.724434,1.0,0.0
second_01,morsel,0.662649,2.0,-1.0
second_01,fish,0.63642,2.0,3.0
second_01,wilson,0.850314,0.5,-6.0
second_01,log,0.825872,-4.5,-2.0
second_01,spider_nest3,0.807534,1.0,-6.0
second_01,morsel,0.805739,0.5,0.0
second_01,seeds,0.7993,1.5,-1.0
second_01,frog_legs,0.795524,-3.5,0.0
second_01,meat,0.788336,0.0,-3.0
second_01,monster_meat,0.767272,6.0,4.0
second_01,seeds,0.766966,-1.5,-2.0
second_01,honey,0.73467,-0.5,2.0
second_01,fish,0.684618,0.0,-2.0
second_01,log,0.840849,-0.5,4.0
second_01,wilson,0.828748,1.5,3.0
second_01,meat,0.822279,1.0,1.0
second_01,spider_nest3,0.81285,-2.0,-1.0
second_01,frog_legs,0.799711,-0.5,0.0
second_01,honey,0.762791,-1.0,4.0
second_01,seeds,0.755929,2.0,1.0
second_01,seeds,0.723837,-2.0,-2.0
second_01,fish,0.685371,-1.0,3.0
second_01,monster_meat,0.677601,2.5,3.0
second_01,morsel,0.178998,-1.0,2.0
second_01,log,0.846825,2.0,2.0
second_01,wilson,0.840878,-2.5,9.0
second_01,meat,0.831158,2.5,0.0
second_01,frog_legs,0.81,1.5,1.0
second_01,seeds,0.809959,1.0,5.0
second_01,spider_nest3,0.799555,-13.0,-8.0
second_01,seeds,0.768443,4.5,2.0
second_01,monster_meat,0.75598,1.5,2.0
second_01,honey,0.737843,1.5,2.0
second_01,morsel,0.709552,-0.5,1.0
second_01,fish,0.637274,2.5,-1.0
second_01,wilson,0.857242,-1.0,-1.0
second_01,log,0.811075,1.0,7.0
second_01,spider_nest3,0.805034,-8.0,-5.0
second_01,frog_legs,0.773497,4.0,9.0
second_01,monster_meat,0.758796,2.0,4.0
second_01,morsel,0.757213,0.5,5.0
second_01,meat,0.750408,0.0,2.0
second_01,seeds,0.749574,-0.5,2.0
second_01,honey,0.722361,3.0,8.0
second_01,seeds,0.675692,0.0,1.0
second_01,fish,0.66234,7.0,0.0
second_01,wilson,0.850238,5.0,3.0
second_01,frog_legs,0.817923,2.5,3.0
second_01,spider_nest3,0.811703,1.5,-1.0
second_01,log,0.802971,2.5,8.0
second_01,seeds,0.750207,1.0,-3.0
second_01,seeds,0.729259,-0.5,2.0
second_01,monster_meat,0.719734,1.0,3.0
second_01,honey,0.653702,-1.5,12.0
second_01,fish,0.618442,6.5,-2.0
second_01,morsel,0.557098,-0.5,3.0
second_01,meat,0.54867,-0.5,2.0
second_01,wilson,0.86254,-1.5,-3.0
second_01,meat,0.833179,1.0,-1.0
second_01,frog_legs,0.776095,2.0,-1.0
second_01,monster_meat,0.757838,2.0,3.0
second_01,log,0.739595,2.0,3.0
second_01,seeds,0.739372,1.5,4.0
second_01,honey,0.737246,0.0,3.0
second_01,seeds,0.730938,0.0,0.0
second_01,morsel,0.669009,-1.5,0.0
second_01,fish,0.64503,6.0,6.0
second_01,wilson,0.846635,0.0,15.0
second_01,frog_legs,0.822901,0.0,-2.0
second_01,meat,0.802918,2.0,2.0
second_01,log,0.801831,-0.5,5.0
second_01,honey,0.76229,0.0,2.0
second_01,morsel,0.760059,0.0,2.0
second_01,seeds,0.759695,3.5,2.0
second_01,monster_meat,0.754673,0.5,0.0
second_01,seeds,0.713633,0.5,-1.0
second_01,fish,0.668802,5.0,1.0
second_01,wilson,0.854521,-2.5,8.0
second_01,log,0.812613,3.0,5.0
second_01,morsel,0.809874,0.0,4.0
second_01,seeds,0.771755,2.5,2.0
second_01,honey,0.764004,4.5,3.0
second_01,frog_legs,0.762717,7.5,-2.0
second_01,meat,0.751385,-1.0,-2.0
second_01,monster_meat,0.744599,1.5,3.0
second_01,seeds,0.724374,-1.5,2.0
second_01,fish,0.681343,9.0,-1.0
second_01,wilson,0.847868,3.5,-3.0
second_01,tree_evergreen_4,0.828855,14.5,1.0
second_01,clock_rook,0.828338,8.0,15.0
second_01,merm,0.789945,2.0,-6.0
second_01,clock_bishop,0.64558,0.5,4.0
second_01,tree_evergreen_4,0.836408,4.0,14.0
second_01,clock_rook,0.828074,1.0,2.0
second_01,wilson,0.826834,4.0,-3.0
second_01,merm,0.747691,-2.0,-2.0
second_01,clock_knight,0.730609,1.5,-4.0
second_01,wilson,0.859445,4.0,2.0
second_01,clock_rook,0.825617,2.5,1.0
second_01,tree_evergreen_4,0.810044,-1.0,22.0
second_01,merm,0.77044,0.0,-6.0
second_01,clock_knight,0.736228,3.5,9.0
second_01,wilson,0.81728,4.0,-3.0
second_01,clock_rook,0.812229,-2.5,2.0
second_01,clock_knight,0.746668,3.5,1.0
second_01,tree_evergreen_4,0.637196,3.5,16.0
second_01,wilson,0.865507,3.0,3.0
second_01,clock_rook,0.829827,2.0,5.0
second_01,clock_knight,0.752005,0.0,-2.0
second_01,tree_evergreen_4,0.671152,9.5,-6.0
second_01,wilson,0.83299,-0.5,3.0
second_01,clock_rook,0.801686,0.0,-2.0
second_01,tree_evergreen_4,0.773987,5.5,16.0
second_01,clock_knight,0.757028,1.0,0.0
second_01,wilson,0.828983,2.0,-5.0
second_01,clock_rook,0.800505,0.0,4.0
second_01,tree_evergreen_4,0.784164,11.0,4.0
second_01,clock_knight,0.736827,0.0,3.0
second_01,wilson,0.848165,3.5,5.0
second_01,clock_rook,0.844436,-3.5,7.0
second_01,tree_evergreen_4,0.816613,0.5,-7.0
second_01,clock_knight,0.741634,3.0,5.0
second_01,wilson,0.855075,2.0,12.0
second_01,clock_rook,0.838573,-4.5,-2.0
second_01,clock_knight,0.716152,6.0,-2.0
second_01,tree_evergreen_4,0.664995,2.0,-11.0
second_01,merm,0.409982,2.5,8.0
second_01,wilson,0.847348,-1.0,-9.0
second_01,tree_evergreen_4,0.831947,-2.5,-2.0
second_01,clock_rook,0.810024,0.5,-1.0
second_01,clock_knight,0.761668,-0.5,-3.0
second_01,merm,0.652443,-3.5,4.0
second_01,wilson,0.854869,-3.5,-2.0
second_01,tree_evergreen_4,0.851219,-1.5,-7.0
second_01,merm,0.807327,1.0,0.0
second_01,clock_knight,0.715348,0.5,-1.0
second_01,clock_bishop,0.655909,3.5,-5.0
second_01,wilson,0.856065,-4.0,-5.0
second_01,tree_evergreen_4,0.836607,0.5,-1.0
second_01,merm,0.78503,-0.5,-3.0
second_01,clock_bishop,0.762931,-1.5,2.0
second_01,clock_knight,0.756925,-0.5,1.0
second_01,wilson,0.829043,0.5,2.0
second_01,clock_rook,0.817686,4.0,12.0
second_01,merm,0.774117,2.0,5.0
second_01,clock_rook,0.833686,4.5,7.0
second_01,wilson,0.815778,-2.0,10.0
second_01,clock_bishop,0.78815,0.5,9.0
second_01,merm,0.737163,-1.5,11.0
second_01,tree_evergreen_4,0.874164,1.0,1.0
second_01,wilson,0.823706,-5.0,0.0
second_01,clock_rook,0.774879,0.0,1.0
second_01,clock_bishop,0.773344,-1.5,-1.0
second_01,merm,0.741135,-1.5,-6.0
second_01,clock_knight,0.738034,-1.5,5.0
second_01,tree_evergreen_4,0.848968,1.5,0.0
second_01,wilson,0.844026,3.5,-3.0
second_01,clock_bishop,0.787061,-1.5,3.0
second_01,merm,0.740755,-2.5,-1.0
second_01,clock_knight,0.72333,2.5,1.0
second_01,clock_rook,0.656723,5.0,5.0
second_01,wilson,0.84196,1.0,-6.0
second_01,merm,0.820568,4.0,-3.0
second_01,clock_rook,0.80877,1.0,7.0
second_01,clock_bishop,0.780548,-4.0,5.0
second_01,clock_knight,0.770896,0.0,-4.0
second_01,wilson,0.846849,0.0,-5.0
second_01,merm,0.814524,4.0,0.0
second_01,clock_rook,0.796759,0.0,6.0
second_01,clock_bishop,0.780222,0.0,6.0
second_01,clock_knight,0.758181,2.5,-2.0
second_01,wilson,0.85349,-2.0,-11.0
second_01,clock_rook,0.783244,-6.5,18.0
second_01,clock_knight,0.73787,0.0,0.0
second_01,wilson,0.830804,-3.5,4.0
second_01,tree_evergreen_4,0.814578,8.0,4.0
second_01,clock_rook,0.733445,-2.0,5.0
second_01,clock_knight,0.637857,3.0,-4.0
second_01,merm,0.446759,-7.0,38.0
second_01,tree_evergreen_4,0.848949,2.0,-2.0
second_01,wilson,0.829793,4.0,4.0
second_01,clock_rook,0.795297,3.0,6.0
second_01,merm,0.773176,-3.0,4.0
second_01,clock_knight,0.76901,-3.5,-5.0
second_01,wilson,0.833053,1.0,4.0
second_01,merm,0.8131,0.0,3.0
second_01,tree_evergreen_4,0.808258,0.5,7.0
second_01,clock_rook,0.748337,-2.0,14.0
second_01,wilson,0.83818,0.0,-4.0
second_01,tree_evergreen_4,0.808889,5.0,-1.0
second_01,clock_knight,0.725816,0.5,-9.0
second_01,wilson,0.84642,-0.5,0.0
second_01,tree_evergreen_4,0.80801,0.5,-2.0
second_01,clock_knight,0.723657,4.5,0.0
second_01,wilson,0.836602,3.5,0.0
second_01,tree_evergreen_4,0.823654,5.0,1.0
second_01,merm,0.818399,1.0,4.0
second_01,clock_knight,0.720823,0.5,12.0
second_01,tree_evergreen_4,0.844275,0.5,-3.0
second_01,wilson,0.844116,1.0,-3.0
second_01,merm,0.832436,2.5,0.0
second_01,clock_knight,0.604253,-8.5,17.0
second_01,tree_evergreen_4,0.834122,0.5,1.0
second_01,wilson,0.822882,0.0,-9.0
second_01,merm,0.781163,1.0,6.0
second_01,clock_knight,0.760427,1.5,3.0
second_01,wilson,0.838513,0.5,0.0
second_01,merm,0.838357,0.5,4.0
second_01,clock_knight,0.753217,-1.0,1.0
second_01,wilson,0.863819,0.5,-5.0
second_01,merm,0.796785,-3.0,3.0
second_01,wilson,0.860475,2.0,-1.0
second_01,merm,0.837564,-4.0,12.0
second_01,clock_knight,0.728081,-2.0,-3.0
second_01,wilson,0.86936,4.5,0.0
second_01,merm,0.846974,9.0,1.0
second_01,clock_knight,0.75946,-1.0,-4.0
second_01,wilson,0.840896,4.0,1.0
second_01,tree_evergreen_4,0.826752,-8.0,-6.0
second_01,merm,0.77492,3.0,7.0
second_01,clock_knight,0.762991,0.0,8.0
second_01,wilson,0.850253,2.5,0.0
second_01,merm,0.820179,4.0,2.0
second_01,clock_rook,0.817001,2.5,-4.0
second_01,clock_knight,0.811877,2.0,-4.0
second_01,tree_evergreen_4,0.825251,3.0,4.0
second_01,wilson,0.824567,-1.5,-3.0
second_01,merm,0.815643,8.5,1.0
second_01,clock_knight,0.730184,2.0,3.0
second_01,wilson,0.843203,-2.5,-3.0
second_01,merm,0.822793,2.0,9.0
second_01,tree_evergreen_4,0.816007,0.5,6.0
second_01,clock_knight,0.697043,-5.0,-2.0
second_01,wilson,0.83445,-1.5,4.0
second_01,tree_evergreen_4,0.830993,-5.0,-3.0
second_01,clock_knight,0.733015,-2.0,9.0
second_01,wilson,0.838809,0.5,3.0
second_01,tree_evergreen_4,0.837047,-1.0,-3.0
second_01,clock_knight,0.746746,3.0,3.0
second_01,wilson,0.853864,0.5,2.0
second_01,tree_evergreen_4,0.829692,2.5,3.0
second_01,clock_knight,0.683144,-1.0,3.0
second_01,wilson,0.826214,5.5,4.0
second_01,tree_evergreen_4,0.824879,-1.0,0.0
second_01,clock_knight,0.762105,1.5,-3.0
second_01,wilson,0.856052,2.0,10.0
second_01,tree_evergreen_4,0.82713,2.5,6.0
second_01,clock_knight,0.701389,1.5,7.0
second_01,tree_evergreen_4,0.863412,3.5,4.0
second_01,wilson,0.856012,5.5,7.0
second_01,clock_bishop,0.793965,3.5,4.0
second_01,tree_evergreen_4,0.864203,5.0,2.0
second_01,wilson,0.85523,7.5,4.0
second_01,clock_bishop,0.804611,0.5,5.0
second_01,wilson,0.848488,-2.0,7.0
second_01,clock_bishop,0.7818,-1.5,5.0
second_01,clock_knight,0.767381,0.0,14.0
second_01,wilson,0.850754,-2.5,12.0
second_01,tree_evergreen_4,0.833324,0.5,6.0
second_01,clock_bishop,0.786621,1.0,-4.0
second_01,clock_knight,0.748874,-3.0,6.0
second_01,tree_evergreen_4,0.843809,7.5,10.0
second_01,wilson,0.827174,-3.5,1.0
second_01,clock_bishop,0.781489,-1.0,6.0
second_01,clock_knight,0.740357,-2.5,4.0
second_01,tree_evergreen_4,0.857675,5.5,13.0
second_01,wilson,0.824336,2.0,7.0
second_01,clock_knight,0.753618,1.0,1.0
second_01,clock_bishop,0.53616,2.0,9.0
second_01,tree_evergreen_4,0.83046,13.0,-8.0
second_01,wilson,0.826618,2.0,1.0
second_01,wilson,0.850364,-2.5,-1.0
second_01,tree_evergreen_4,0.811601,0.5,12.0
second_01,wilson,0.86514,-0.5,11.0
second_01,clock_rook,0.86407,1.0,-8.0
second_01,tree_evergreen_4,0.817668,2.0,11.0
second_01,clock_knight,0.731254,-3.5,-3.0
second_01,clock_rook,0.851165,-5.5,3.0
second_01,tree_evergreen_4,0.830043,-2.5,1.0
second_01,wilson,0.823635,-2.0,-3.0
second_01,clock_knight,0.725443,9.0,9.0
second_01,wilson,0.854482,-0.5,11.0
second_01,clock_rook,0.809848,-4.0,8.0
second_01,tree_evergreen_4,0.800993,-0.5,-3.0
second_01,clock_bishop,0.519562,-1.0,7.0
second_01,clock_knight,0.473642,-2.5,-4.0
second_01,wilson,0.849003,3.0,4.0
second_01,tree_evergreen_4,0.838003,4.0,-4.0
second_01,clock_bishop,0.775271,-3.5,4.0
second_01,clock_knight,0.765357,-1.5,0.0
second_01,wilson,0.848467,-3.0,3.0
second_01,tree_evergreen_4,0.848391,6.0,4.0
second_01,clock_knight,0.770937,0.5,9.0
second_01,clock_bishop,0.752203,0.5,2.0
second_01,clock_rook,0.747889,2.0,-4.0
second_01,wilson,0.849795,-4.5,-4.0
second_01,clock_rook,0.817533,0.0,5.0
second_01,clock_bishop,0.76509,-3.0,5.0
second_01,clock_knight,0.720715,-2.5,0.0
second_01,wilson,0.840645,1.5,-3.0
second_01,clock_bishop,0.812422,0.0,-4.0
second_01,clock_knight,0.763543,-1.5,0.0
second_01,clock_rook,0.852791,-3.0,13.0
second_01,wilson,0.835112,5.5,5.0
second_01,clock_bishop,0.757292,3.5,2.0
second_01,clock_knight,0.745591,0.0,13.0
second_01,wilson,0.859945,-1.0,2.0
second_01,clock_rook,0.856661,5.5,7.0
second_01,tree_evergreen_4,0.809754,3.0,4.0
second_01,clock_knight,0.751608,0.5,0.0
second_01,wilson,0.832447,2.5,8.0
second_01,tree_evergreen_4,0.813792,3.5,-3.0
second_01,clock_knight,0.773002,0.5,2.0
second_01,clock_bishop,0.733537,2.0,-3.0
second_01,tree_evergreen_4,0.835759,6.0,-3.0
second_01,clock_bishop,0.771152,-3.5,-2.0
second_01,clock_knight,0.750163,2.0,4.0
second_01,tree_evergreen_4,0.854935,6.0,16.0
second_01,wilson,0.854238,1.5,3.0
second_01,clock_knight,0.771584,-2.5,1.0
second_01,clock_bishop,0.767935,-1.5,-5.0
second_01,wilson,0.86769,5.0,8.0
second_01,tree_evergreen_4,0.857255,4.5,11.0
second_01,clock_rook,0.837167,1.0,4.0
second_01,tree_evergreen_4,0.871795,5.5,0.0
second_01,wilson,0.843414,5.5,7.0
second_01,clock_rook,0.832568,1.0,12.0
second_01,clock_bishop,0.758464,5.5,-2.0
second_01,wilson,0.860849,2.5,10.0
second_01,clock_bishop,0.774682,2.5,-2.0
second_01,tree_evergreen_4,0.746922,54.5,-4.0
second_01,tree_evergreen_4,0.636623,10.5,-1.0
second_01,clock_rook,0.154118,-16.5,-15.0
second_01,wilson,0.864606,2.5,3.0
second_01,clock_bishop,0.782063,5.5,5.0
second_01,clock_rook,0.725768,12.5,-4.0
second_01,tree_evergreen_4,0.86738,1.5,9.0
second_01,wilson,0.85093,1.0,0.0
second_01,clock_rook,0.847888,-1.5,-8.0
second_01,tree_evergreen_4,0.865203,9.5,9.0
second_01,wilson,0.855497,2.0,-1.0
second_01,clock_rook,0.80631,2.5,8.0
second_01,wilson,0.864156,5.0,11.0
second_01,tree_evergreen_4,0.850176,-3.0,-11.0
second_01,clock_rook,0.82094,-2.5,6.0
second_01,wilson,0.846761,0.5,3.0
second_01,clock_rook,0.823818,1.5,4.0
second_01,clock_bishop,0.759808,-0.5,0.0
second_01,clock_rook,0.839445,-1.5,8.0
second_01,wilson,0.814383,0.0,-2.0
second_01,clock_bishop,0.803233,2.0,-11.0
second_01,clock_rook,0.834937,-0.5,0.0
second_01,wilson,0.807687,-4.0,3.0
second_01,clock_bishop,0.789666,-1.0,3.0
second_01,wilson,0.833138,-0.5,11.0
second_01,clock_rook,0.807517,0.5,13.0
second_01,clock_bishop,0.790063,3.5,0.0
second_01,wilson,0.836456,0.0,3.0
second_01,clock_rook,0.817956,1.0,7.0
second_01,clock_bishop,0.792515,-0.5,10.0
second_01,wilson,0.856834,-2.0,-1.0
second_01,tree_evergreen_4,0.844776,-4.0,-2.0
second_01,clock_bishop,0.789877,5.0,-1.0
second_01,clock_rook,0.774207,-1.0,15.0
second_01,tree_evergreen_4,0.853515,2.0,0.0
second_01,wilson,0.843964,-2.0,12.0
second_01,clock_rook,0.833998,-2.0,11.0
second_01,clock_bishop,0.789537,-3.0,-2.0
second_01,tree_evergreen_4,0.835463,-3.5,8.0
second_01,wilson,0.820123,0.0,5.0
second_01,clock_bishop,0.780814,-2.0,-1.0
second_01,clock_rook,0.744879,-2.5,5.0
second_01,tree_evergreen_4,0.830307,0.0,8.0
second_01,wilson,0.817026,2.5,12.0
second_01,clock_rook,0.799925,-0.5,-1.0
second_01,clock_bishop,0.796059,-2.5,15.0
second_01,tree_evergreen_4,0.833926,-4.0,2.0
second_01,wilson,0.823912,3.0,-1.0
second_01,fish,0.778986,3.5,5.0
second_01,clock_bishop,0.777151,-2.0,1.0
second_01,clock_rook,0.723067,3.5,1.0
second_01,frog_legs,0.32313,-0.5,-5.0
second_01,wilson,0.815994,5.0,14.0
second_01,clock_bishop,0.805712,-5.5,2.0
second_01,frog_legs,0.746326,2.5,4.0
second_01,tree_evergreen_4,0.745639,6.5,1.0
second_01,fish,0.743298,4.0,14.0
second_01,clock_rook,0.653474,6.5,-6.0
second_01,wilson,0.861224,-0.5,7.0
second_01,log,0.815849,-0.5,-3.0
second_01,clock_rook,0.805006,6.0,10.0
second_01,wilson,0.819362,2.0,3.0
second_01,clock_rook,0.785348,-2.5,21.0
second_01,clock_bishop,0.757399,0.5,2.0
second_01,wilson,0.850753,0.5,4.0
second_01,clock_bishop,0.815329,0.0,6.0
second_01,log,0.79226,1.0,0.0
second_01,wilson,0.84201,4.0,-2.0
second_01,clock_bishop,0.81162,-3.5,0.0
second_01,wilson,0.841802,-2.5,1.0
second_01,clock_bishop,0.814418,1.0,4.0
second_01,clock_rook,0.844698,-1.0,16.0
second_01,wilson,0.826992,0.5,0.0
second_01,clock_bishop,0.798781,-0.5,-2.0
second_01,wilson,0.842284,0.5,0.0
second_01,berry_bush,0.835349,0.0,2.0
second_01,berry_bush,0.825199,0.0,1.0
second_01,spider_warrior,0.814318,1.0,2.0
second_01,merm,0.793172,1.0,-2.0
second_01,merm,0.783515,1.5,-1.0
second_01,berry_bush,0.780945,2.0,3.0
second_01,frog,0.509499,0.5,4.0
second_01,wilson,0.852065,-0.5,1.0
second_01,berry_bush,0.848073,1.0,2.0
second_01,berry_bush,0.833457,2.0,-1.0
second_01,berry_bush,0.806,1.5,3.0
second_01,merm,0.802387,0.5,-1.0
second_01,spider_warrior,0.683859,1.0,7.0
second_01,frog,0.621575,-0.5,3.0
second_01,berry_bush,0.819257,0.0,0.0
second_01,berry_bush,0.809185,0.5,-1.0
second_01,merm,0.800262,0.5,0.0
second_01,berry_bush,0.755667,0.5,0.0
second_01,spider_warrior,0.71689,4.5,5.0
second_01,frog,0.522787,-0.5,1.0
second_01,wilson,0.374811,1.5,4.0
second_01,wilson,0.857981,1.5,2.0
second_01,berry_bush,0.833748,1.0,1.0
second_01,merm,0.805548,1.0,-3.0
second_01,spider_warrior,0.797822,2.0,0.0
second_01,monster_meat,0.740851,-2.0,0.0
second_01,berry_bush,0.674285,-0.5,5.0
second_01,wilson,0.864145,-0.5,2.0
second_01,merm,0.860835,0.5,2.0
second_01,berry_bush,0.858411,-0.5,0.0
second_01,spider_warrior,0.812323,1.0,1.0
second_01,monster_meat,0.771166,0.5,0.0
second_01,frog,0.76339,0.0,0.0
second_01,wilson,0.86391,0.5,3.0
second_01,berry_bush,0.848582,2.0,0.0
second_01,frog,0.748269,0.0,0.0
second_01,spider_warrior,0.708367,2.5,-1.0
second_01,merm,0.398517,5.5,5.0
second_01,wilson,0.855155,0.5,1.0
second_01,berry_bush,0.683403,-1.5,0.0
second_01,spider_warrior,0.619075,1.5,-2.0
second_01,frog,0.226152,-7.0,-5.0
second_01,merm,0.137154,3.0,14.0
second_01,wilson,0.855578,0.5,1.0
second_01,merm,0.849411,-0.5,1.0
second_01,frog,0.721637,-0.5,-1.0
second_01,spider_warrior,0.694767,0.5,3.0
second_01,wilson,0.869044,2.0,2.0
second_01,berry_bush,0.811918,1.0,3.0
second_01,spider_warrior,0.794798,2.5,1.0
second_01,monster_meat,0.780755,4.0,0.0
second_01,merm,0.773257,2.0,-2.0
second_01,frog,0.492372,1.0,2.0
second_01,wilson,0.857994,1.0,1.0
second_01,merm,0.847395,0.5,3.0
second_01,spider_warrior,0.800071,1.5,-1.0
second_01,frog,0.760203,0.5,3.0
second_01,wilson,0.856634,0.5,2.0
second_01,frog,0.832343,1.5,7.0
second_01,spider_warrior,0.721242,-0.5,1.0
second_01,merm,0.609375,0.5,40.0
second_01,wilson,0.861148,1.0,0.0
second_01,merm,0.82953,0.5,1.0
second_01,spider_warrior,0.735035,0.5,0.0
second_01,frog,0.720222,0.5,2.0
second_01,wilson,0.839957,-0.5,1.0
second_01,merm,0.839665,1.0,-1.0
second_01,spider_warrior,0.738028,0.5,1.0
second_01,frog,0.66048,1.0,1.0
second_01,frog,0.453892,-7.0,-1.0
second_01,wilson,0.866466,-0.5,2.0
second_01,frog,0.761334,1.5,3.0
second_01,spider_warrior,0.751448,1.0,-3.0
second_01,wilson,0.87365,-0.5,1.0
second_01,frog,0.637589,0.5,4.0
second_01,spider_warrior,0.631738,-2.5,3.0
second_01,wilson,0.870012,0.5,1.0
second_01,merm,0.816051,0.5,0.0
second_01,monster_meat,0.651114,4.0,5.0
second_01,wilson,0.861729,0.5,5.0
second_01,merm,0.838075,1.5,0.0
second_01,frog,0.81454,-0.5,-1.0
second_01,monster_meat,0.500462,2.5,0.0
second_01,wilson,0.863236,2.0,1.0
second_01,frog,0.727316,1.5,1.0
second_01,wilson,0.853568,2.5,-2.0
second_01,frog,0.608191,0.5,2.0
second_01,wilson,0.850493,2.0,1.0
second_01,berry_bush,0.796184,2.0,-1.0
second_01,frog,0.762428,0.0,0.0
second_01,wilson,0.846237,0.5,4.0
second_01,berry_bush,0.833539,1.5,1.0
second_01,berry_bush,0.778281,1.0,1.0
second_01,frog,0.733368,0.0,1.0
second_01,berry_bush,0.860585,0.0,2.0
second_01,berry_bush,0.698793,1.5,3.0
second_01,frog,0.623487,0.5,-1.0
second_01,berry_bush,0.830459,1.0,1.0
second_01,berry_bush,0.79974,1.5,0.0
second_01,morsel,0.768342,1.0,6.0
second_01,frog,0.743329,0.0,2.0
second_01,berry_bush_harvested,0.858491,0.0,2.0
second_01,berry_bush,0.855274,0.5,1.0
second_01,morsel,0.773912,4.0,2.0
second_01,frog,0.74973,-1.0,1.0
second_01,berry_bush_harvested,0.889999,1.0,2.0
second_01,wilson,0.864258,0.5,2.0
second_01,berry_bush,0.854713,1.0,0.0
second_01,frog,0.790822,-1.0,3.0
second_01,morsel,0.765414,3.0,-1.0
second_01,wilson,0.873844,0.0,2.0
second_01,berry_bush_harvested,0.868057,0.5,0.0
second_01,berry_bush,0.853665,0.5,1.0
second_01,morsel,0.762736,2.5,2.0
second_01,frog,0.253936,-4.0,-2.0
second_01,berry_bush,0.859555,1.5,1.0
second_01,wilson,0.854579,-0.5,-1.0
second_01,berry_bush_harvested,0.853361,-0.5,1.0
second_01,frog,0.74587,-1.0,-3.0
second_01,morsel,0.744807,3.5,2.0
second_01,berry_bush_harvested,0.855683,-0.5,1.0
second_01,wilson,0.833264,-0.5,3.0
second_01,berry_bush,0.828547,2.0,0.0
second_01,morsel,0.749023,0.5,0.0
second_01,berry_bush_harvested,0.873311,2.0,0.0
second_01,berry_bush,0.864752,0.5,1.0
