seed,num_landmarks,trajectory_name,u_noise,h_noise,correct_match_count,wrong_match_count,bad_new_creation_count,new_object_match_count
727,20,square_2,"[1, 1]","[20.0, 25.0]",418,0,8,0
727,20,square_2,"[1, 1]","[40.0, 50.0]",401,0,25,0
727,20,square_2,"[2, 2]","[2.0, 3.0]",472,0,1,0
727,20,square_2,"[2, 2]","[20.0, 25.0]",468,0,5,0
727,20,square_2,"[2, 2]","[40.0, 50.0]",447,0,26,0
727,20,spiral_1,"[0.1, 0.1]","[2.0, 3.0]",668,0,0,0
727,20,spiral_1,"[0.1, 0.1]","[20.0, 25.0]",656,0,12,0
727,20,spiral_1,"[0.1, 0.1]","[40.0, 50.0]",636,0,32,0
727,20,spiral_1,"[0.5, 0.5]","[2.0, 3.0]",671,0,0,0
727,20,spiral_1,"[0.5, 0.5]","[20.0, 25.0]",661,0,10,0
727,20,spiral_1,"[0.5, 0.5]","[40.0, 50.0]",637,0,34,0
727,20,spiral_1,"[1, 1]","[2.0, 3.0]",677,0,0,0
727,20,spiral_1,"[1, 1]","[20.0, 25.0]",667,0,10,0
727,20,spiral_1,"[1, 1]","[40.0, 50.0]",638,0,39,0
727,20,spiral_1,"[2, 2]","[2.0, 3.0]",701,0,0,0
727,20,spiral_1,"[2, 2]","[20.0, 25.0]",690,0,11,0
727,20,spiral_1,"[2, 2]","[40.0, 50.0]",666,0,35,0
727,20,spiral_2,"[0.1, 0.1]","[2.0, 3.0]",402,0,0,0
727,20,spiral_2,"[0.1, 0.1]","[20.0, 25.0]",399,0,3,0
727,20,spiral_2,"[0.1, 0.1]","[40.0, 50.0]",383,0,19,0
727,20,spiral_2,"[0.5, 0.5]","[2.0, 3.0]",405,0,0,0
727,20,spiral_2,"[0.5, 0.5]","[20.0, 25.0]",403,0,2,0
727,20,spiral_2,"[0.5, 0.5]","[40.0, 50.0]",388,0,17,0
727,20,spiral_2,"[1, 1]","[2.0, 3.0]",402,0,0,0
727,20,spiral_2,"[1, 1]","[20.0, 25.0]",396,0,6,0
727,20,spiral_2,"[1, 1]","[40.0, 50.0]",383,0,19,0
727,20,spiral_2,"[2, 2]","[2.0, 3.0]",400,0,1,0
727,20,spiral_2,"[2, 2]","[20.0, 25.0]",392,0,9,0
727,20,spiral_2,"[2, 2]","[40.0, 50.0]",378,0,23,0
727,50,square_1,"[0.1, 0.1]","[2.0, 3.0]",1760,0,6,0
727,50,square_1,"[0.1, 0.1]","[20.0, 25.0]",1744,0,22,0
727,50,square_1,"[0.1, 0.1]","[40.0, 50.0]",1681,0,85,0
727,50,square_1,"[0.5, 0.5]","[2.0, 3.0]",1755,0,7,0
727,50,square_1,"[0.5, 0.5]","[20.0, 25.0]",1736,0,26,0
727,50,square_1,"[0.5, 0.5]","[40.0, 50.0]",1678,0,84,0
727,50,square_1,"[1, 1]","[2.0, 3.0]",1777,0,6,0
727,50,square_1,"[1, 1]","[20.0, 25.0]",1757,0,26,0
727,50,square_1,"[1, 1]","[40.0, 50.0]",1694,0,89,0
727,50,square_1,"[2, 2]","[2.0, 3.0]",1733,0,8,0
727,50,square_1,"[2, 2]","[20.0, 25.0]",1710,0,31,0
727,50,square_1,"[2, 2]","[40.0, 50.0]",1648,0,93,0
727,50,square_2,"[0.1, 0.1]","[2.0, 3.0]",1137,0,3,0
727,50,square_2,"[0.1, 0.1]","[20.0, 25.0]",1126,0,14,0
727,50,square_2,"[0.1, 0.1]","[40.0, 50.0]",1084,0,56,0
727,50,square_2,"[0.5, 0.5]","[2.0, 3.0]",1150,0,2,0
727,50,square_2,"[0.5, 0.5]","[20.0, 25.0]",1138,0,14,0
727,50,square_2,"[0.5, 0.5]","[40.0, 50.0]",1093,0,59,0
727,50,square_2,"[1, 1]","[2.0, 3.0]",1132,0,3,0
727,50,square_2,"[1, 1]","[20.0, 25.0]",1118,0,17,0
727,50,square_2,"[1, 1]","[40.0, 50.0]",1072,0,63,0
727,50,square_2,"[2, 2]","[2.0, 3.0]",1191,0,2,0
727,50,square_2,"[2, 2]","[20.0, 25.0]",1176,0,17,0
727,50,square_2,"[2, 2]","[40.0, 50.0]",1129,0,64,0
727,50,spiral_1,"[0.1, 0.1]","[2.0, 3.0]",1778,0,3,0
727,50,spiral_1,"[0.1, 0.1]","[20.0, 25.0]",1755,0,26,0
727,50,spiral_1,"[0.1, 0.1]","[40.0, 50.0]",1685,0,96,0
727,50,spiral_1,"[0.5, 0.5]","[2.0, 3.0]",1806,0,2,0
727,50,spiral_1,"[0.5, 0.5]","[20.0, 25.0]",1779,0,29,0
727,50,spiral_1,"[0.5, 0.5]","[40.0, 50.0]",1714,0,94,0
727,50,spiral_1,"[1, 1]","[2.0, 3.0]",1780,0,2,0
727,50,spiral_1,"[1, 1]","[20.0, 25.0]",1753,0,29,0
727,50,spiral_1,"[1, 1]","[40.0, 50.0]",1687,0,95,0
727,50,spiral_1,"[2, 2]","[2.0, 3.0]",1786,0,9,0
727,50,spiral_1,"[2, 2]","[20.0, 25.0]",1770,0,25,0
727,50,spiral_1,"[2, 2]","[40.0, 50.0]",1697,0,98,0
727,50,spiral_2,"[0.1, 0.1]","[2.0, 3.0]",1335,0,4,0
727,50,spiral_2,"[0.1, 0.1]","[20.0, 25.0]",1320,0,19,0
727,50,spiral_2,"[0.1, 0.1]","[40.0, 50.0]",1282,0,57,0
727,50,spiral_2,"[0.5, 0.5]","[2.0, 3.0]",1324,0,6,0
727,50,spiral_2,"[0.5, 0.5]","[20.0, 25.0]",1312,0,18,0
727,50,spiral_2,"[0.5, 0.5]","[40.0, 50.0]",1275,0,55,0
727,50,spiral_2,"[1, 1]","[2.0, 3.0]",1350,0,3,0
727,50,spiral_2,"[1, 1]","[20.0, 25.0]",1336,0,17,0
727,50,spiral_2,"[1, 1]","[40.0, 50.0]",1288,0,65,0
727,50,spiral_2,"[2, 2]","[2.0, 3.0]",1321,0,14,0
727,50,spiral_2,"[2, 2]","[20.0, 25.0]",1314,0,21,0
727,50,spiral_2,"[2, 2]","[40.0, 50.0]",1270,0,65,0
727,150,square_1,"[0.1, 0.1]","[2.0, 3.0]",4195,0,22,0
727,150,square_1,"[0.1, 0.1]","[20.0, 25.0]",4158,0,59,0
727,150,square_1,"[0.1, 0.1]","[40.0, 50.0]",4020,2,195,0
727,150,square_1,"[0.5, 0.5]","[2.0, 3.0]",4176,0,20,0
727,150,square_1,"[0.5, 0.5]","[20.0, 25.0]",4136,0,60,0
727,150,square_1,"[0.5, 0.5]","[40.0, 50.0]",3988,6,202,0
727,150,square_1,"[1, 1]","[2.0, 3.0]",4204,0,24,0
727,150,square_1,"[1, 1]","[20.0, 25.0]",4159,0,69,0
727,150,square_1,"[1, 1]","[40.0, 50.0]",4006,2,220,0
727,150,square_1,"[2, 2]","[2.0, 3.0]",4177,0,65,0
727,150,square_1,"[2, 2]","[20.0, 25.0]",4187,0,55,0
727,150,square_1,"[2, 2]","[40.0, 50.0]",4001,11,230,0
727,150,square_2,"[0.1, 0.1]","[2.0, 3.0]",2492,0,13,0
727,150,square_2,"[0.1, 0.1]","[20.0, 25.0]",2460,0,45,0
727,150,square_2,"[0.1, 0.1]","[40.0, 50.0]",2364,2,139,0
727,150,square_2,"[0.5, 0.5]","[2.0, 3.0]",2496,0,15,0
727,150,square_2,"[0.5, 0.5]","[20.0, 25.0]",2467,0,44,0
727,150,square_2,"[0.5, 0.5]","[40.0, 50.0]",2362,3,146,0
727,150,square_2,"[1, 1]","[2.0, 3.0]",2507,0,16,0
727,150,square_2,"[1, 1]","[20.0, 25.0]",2484,0,39,0
727,150,square_2,"[1, 1]","[40.0, 50.0]",2386,4,133,0
727,150,square_2,"[2, 2]","[2.0, 3.0]",2425,0,33,0
727,150,square_2,"[2, 2]","[20.0, 25.0]",2426,0,32,0
727,150,square_2,"[2, 2]","[40.0, 50.0]",2317,4,137,0
727,150,spiral_1,"[0.1, 0.1]","[2.0, 3.0]",4816,0,15,0
727,150,spiral_1,"[0.1, 0.1]","[20.0, 25.0]",4748,0,83,0
727,150,spiral_1,"[0.1, 0.1]","[40.0, 50.0]",4557,0,274,0
727,150,spiral_1,"[0.5, 0.5]","[2.0, 3.0]",4829,0,13,0
727,150,spiral_1,"[0.5, 0.5]","[20.0, 25.0]",4762,0,80,0
727,150,spiral_1,"[0.5, 0.5]","[40.0, 50.0]",4564,0,278,0
727,150,spiral_1,"[1, 1]","[2.0, 3.0]",4890,0,20,0
727,150,spiral_1,"[1, 1]","[20.0, 25.0]",4827,0,83,0
727,150,spiral_1,"[1, 1]","[40.0, 50.0]",4632,0,278,0
727,150,spiral_1,"[2, 2]","[2.0, 3.0]",4777,0,43,0
727,150,spiral_1,"[2, 2]","[20.0, 25.0]",4737,0,83,0
727,150,spiral_1,"[2, 2]","[40.0, 50.0]",4538,0,282,0
727,150,spiral_2,"[0.1, 0.1]","[2.0, 3.0]",3421,0,18,0
727,150,spiral_2,"[0.1, 0.1]","[20.0, 25.0]",3392,0,47,0
727,150,spiral_2,"[0.1, 0.1]","[40.0, 50.0]",3298,0,141,0
727,150,spiral_2,"[0.5, 0.5]","[2.0, 3.0]",3410,0,12,0
727,150,spiral_2,"[0.5, 0.5]","[20.0, 25.0]",3380,0,42,0
727,150,spiral_2,"[0.5, 0.5]","[40.0, 50.0]",3280,0,142,0
727,150,spiral_2,"[1, 1]","[2.0, 3.0]",3418,0,20,0
727,150,spiral_2,"[1, 1]","[20.0, 25.0]",3386,0,52,0
727,150,spiral_2,"[1, 1]","[40.0, 50.0]",3283,0,155,0
727,150,spiral_2,"[2, 2]","[2.0, 3.0]",3367,0,42,0
727,150,spiral_2,"[2, 2]","[20.0, 25.0]",3362,0,47,0
727,150,spiral_2,"[2, 2]","[40.0, 50.0]",3260,0,149,0
10032,0,square_1,"[0.1, 0.1]","[2.0, 3.0]",0,0,0,0
10032,0,square_1,"[0.1, 0.1]","[20.0, 25.0]",0,0,0,0
10032,0,square_1,"[0.1, 0.1]","[40.0, 50.0]",0,0,0,0
10032,0,square_1,"[0.5, 0.5]","[2.0, 3.0]",0,0,0,0
10032,0,square_1,"[0.5, 0.5]","[20.0, 25.0]",0,0,0,0
10032,0,square_1,"[0.5, 0.5]","[40.0, 50.0]",0,0,0,0
10032,0,square_1,"[1, 1]","[2.0, 3.0]",0,0,0,0
10032,0,square_1,"[1, 1]","[20.0, 25.0]",0,0,0,0
10032,0,square_1,"[1, 1]","[40.0, 50.0]",0,0,0,0
10032,0,square_1,"[2, 2]","[2.0, 3.0]",0,0,0,0
10032,0,square_1,"[2, 2]","[20.0, 25.0]",0,0,0,0
10032,0,square_1,"[2, 2]","[40.0, 50.0]",0,0,0,0
10032,0,square_2,"[0.1, 0.1]","[2.0, 3.0]",0,0,0,0
10032,0,square_2,"[0.1, 0.1]","[20.0, 25.0]",0,0,0,0
10032,0,square_2,"[0.1, 0.1]","[40.0, 50.0]",0,0,0,0
10032,0,square_2,"[0.5, 0.5]","[2.0, 3.0]",0,0,0,0
10032,0,square_2,"[0.5, 0.5]","[20.0, 25.0]",0,0,0,0
10032,0,square_2,"[0.5, 0.5]","[40.0, 50.0]",0,0,0,0
10032,0,square_2,"[1, 1]","[2.0, 3.0]",0,0,0,0
10032,0,square_2,"[1, 1]","[20.0, 25.0]",0,0,0,0
10032,0,square_2,"[1, 1]","[40.0, 50.0]",0,0,0,0
10032,0,square_2,"[2, 2]","[2.0, 3.0]",0,0,0,0
10032,0,square_2,"[2, 2]","[20.0, 25.0]",0,0,0,0
10032,0,square_2,"[2, 2]","[40.0, 50.0]",0,0,0,0
10032,0,spiral_1,"[0.1, 0.1]","[2.0, 3.0]",0,0,0,0
10032,0,spiral_1,"[0.1, 0.1]","[20.0, 25.0]",0,0,0,0
10032,0,spiral_1,"[0.1, 0.1]","[40.0, 50.0]",0,0,0,0
10032,0,spiral_1,"[0.5, 0.5]","[2.0, 3.0]",0,0,0,0
10032,0,spiral_1,"[0.5, 0.5]","[20.0, 25.0]",0,0,0,0
10032,0,spiral_1,"[0.5, 0.5]","[40.0, 50.0]",0,0,0,0
10032,0,spiral_1,"[1, 1]","[2.0, 3.0]",0,0,0,0
10032,0,spiral_1,"[1, 1]","[20.0, 25.0]",0,0,0,0
10032,0,spiral_1,"[1, 1]","[40.0, 50.0]",0,0,0,0
10032,0,spiral_1,"[2, 2]","[2.0, 3.0]",0,0,0,0
10032,0,spiral_1,"[2, 2]","[20.0, 25.0]",0,0,0,0
10032,0,spiral_1,"[2, 2]","[40.0, 50.0]",0,0,0,0
10032,0,spiral_2,"[0.1, 0.1]","[2.0, 3.0]",0,0,0,0
10032,0,spiral_2,"[0.1, 0.1]","[20.0, 25.0]",0,0,0,0
10032,0,spiral_2,"[0.1, 0.1]","[40.0, 50.0]",0,0,0,0
10032,0,spiral_2,"[0.5, 0.5]","[2.0, 3.0]",0,0,0,0
10032,0,spiral_2,"[0.5, 0.5]","[20.0, 25.0]",0,0,0,0
10032,0,spiral_2,"[0.5, 0.5]","[40.0, 50.0]",0,0,0,0
10032,0,spiral_2,"[1, 1]","[2.0, 3.0]",0,0,0,0
10032,0,spiral_2,"[1, 1]","[20.0, 25.0]",0,0,0,0
10032,0,spiral_2,"[1, 1]","[40.0, 50.0]",0,0,0,0
10032,0,spiral_2,"[2, 2]","[2.0, 3.0]",0,0,0,0
10032,0,spiral_2,"[2, 2]","[20.0, 25.0]",0,0,0,0
10032,0,spiral_2,"[2, 2]","[40.0, 50.0]",0,0,0,0
10032,3,square_1,"[0.1, 0.1]","[2.0, 3.0]",132,0,0,0
10032,3,square_1,"[0.1, 0.1]","[20.0, 25.0]",131,0,1,0
10032,3,square_1,"[0.1, 0.1]","[40.0, 50.0]",124,0,8,0
10032,3,square_1,"[0.5, 0.5]","[2.0, 3.0]",134,0,0,0
10032,3,square_1,"[0.5, 0.5]","[20.0, 25.0]",133,0,1,0
10032,3,square_1,"[0.5, 0.5]","[40.0, 50.0]",126,0,8,0
10032,3,square_1,"[1, 1]","[2.0, 3.0]",137,0,0,0
10032,3,square_1,"[1, 1]","[20.0, 25.0]",136,0,1,0
10032,3,square_1,"[1, 1]","[40.0, 50.0]",128,0,9,0
10032,3,square_1,"[2, 2]","[2.0, 3.0]",137,0,0,0
10032,3,square_1,"[2, 2]","[20.0, 25.0]",135,0,2,0
10032,3,square_1,"[2, 2]","[40.0, 50.0]",128,0,9,0
10032,3,square_2,"[0.1, 0.1]","[2.0, 3.0]",0,0,0,0
10032,3,square_2,"[0.1, 0.1]","[20.0, 25.0]",0,0,0,0
10032,3,square_2,"[0.1, 0.1]","[40.0, 50.0]",0,0,0,0
10032,3,square_2,"[0.5, 0.5]","[2.0, 3.0]",0,0,0,0
10032,3,square_2,"[0.5, 0.5]","[20.0, 25.0]",0,0,0,0
10032,3,square_2,"[0.5, 0.5]","[40.0, 50.0]",0,0,0,0
10032,3,square_2,"[1, 1]","[2.0, 3.0]",17,0,0,0
10032,3,square_2,"[1, 1]","[20.0, 25.0]",16,0,1,0
10032,3,square_2,"[1, 1]","[40.0, 50.0]",13,0,4,0
10032,3,square_2,"[2, 2]","[2.0, 3.0]",24,0,0,0
10032,3,square_2,"[2, 2]","[20.0, 25.0]",23,0,1,0
10032,3,square_2,"[2, 2]","[40.0, 50.0]",21,0,3,0
10032,3,spiral_1,"[0.1, 0.1]","[2.0, 3.0]",64,0,0,0
10032,3,spiral_1,"[0.1, 0.1]","[20.0, 25.0]",62,0,2,0
10032,3,spiral_1,"[0.1, 0.1]","[40.0, 50.0]",56,0,8,0
10032,3,spiral_1,"[0.5, 0.5]","[2.0, 3.0]",67,0,0,0
10032,3,spiral_1,"[0.5, 0.5]","[20.0, 25.0]",66,0,1,0
10032,3,spiral_1,"[0.5, 0.5]","[40.0, 50.0]",59,0,8,0
10032,3,spiral_1,"[1, 1]","[2.0, 3.0]",71,0,0,0
10032,3,spiral_1,"[1, 1]","[20.0, 25.0]",70,0,1,0
10032,3,spiral_1,"[1, 1]","[40.0, 50.0]",63,0,8,0
10032,3,spiral_1,"[2, 2]","[2.0, 3.0]",77,0,0,0
10032,3,spiral_1,"[2, 2]","[20.0, 25.0]",75,0,2,0
10032,3,spiral_1,"[2, 2]","[40.0, 50.0]",68,0,9,0
10032,3,spiral_2,"[0.1, 0.1]","[2.0, 3.0]",10,0,0,0
10032,3,spiral_2,"[0.1, 0.1]","[20.0, 25.0]",10,0,0,0
10032,3,spiral_2,"[0.1, 0.1]","[40.0, 50.0]",7,0,3,0
10032,3,spiral_2,"[0.5, 0.5]","[2.0, 3.0]",9,0,0,0
10032,3,spiral_2,"[0.5, 0.5]","[20.0, 25.0]",9,0,0,0
10032,3,spiral_2,"[0.5, 0.5]","[40.0, 50.0]",6,0,3,0
10032,3,spiral_2,"[1, 1]","[2.0, 3.0]",9,0,0,0
10032,3,spiral_2,"[1, 1]","[20.0, 25.0]",8,0,1,0
10032,3,spiral_2,"[1, 1]","[40.0, 50.0]",7,0,2,0
10032,3,spiral_2,"[2, 2]","[2.0, 3.0]",8,0,0,0
10032,3,spiral_2,"[2, 2]","[20.0, 25.0]",8,0,0,0
10032,3,spiral_2,"[2, 2]","[40.0, 50.0]",5,0,3,0
10032,20,square_1,"[0.1, 0.1]","[2.0, 3.0]",690,0,0,0
10032,20,square_1,"[0.1, 0.1]","[20.0, 25.0]",686,0,4,0
10032,20,square_1,"[0.1, 0.1]","[40.0, 50.0]",661,0,29,0
10032,20,square_1,"[0.5, 0.5]","[2.0, 3.0]",688,0,0,0
10032,20,square_1,"[0.5, 0.5]","[20.0, 25.0]",680,0,8,0
10032,20,square_1,"[0.5, 0.5]","[40.0, 50.0]",656,0,32,0
10032,20,square_1,"[1, 1]","[2.0, 3.0]",685,0,0,0
10032,20,square_1,"[1, 1]","[20.0, 25.0]",677,0,8,0
10032,20,square_1,"[1, 1]","[40.0, 50.0]",650,0,35,0
10032,20,square_1,"[2, 2]","[2.0, 3.0]",674,0,0,0
10032,20,square_1,"[2, 2]","[20.0, 25.0]",665,0,9,0
10032,20,square_1,"[2, 2]","[40.0, 50.0]",639,0,35,0
10032,20,square_2,"[0.1, 0.1]","[2.0, 3.0]",262,0,0,0
10032,20,square_2,"[0.1, 0.1]","[20.0, 25.0]",259,0,3,0
10032,20,square_2,"[0.1, 0.1]","[40.0, 50.0]",249,0,13,0
10032,20,square_2,"[0.5, 0.5]","[2.0, 3.0]",257,0,1,0
10032,20,square_2,"[0.5, 0.5]","[20.0, 25.0]",253,0,5,0
10032,20,square_2,"[0.5, 0.5]","[40.0, 50.0]",243,0,15,0
10032,20,square_2,"[1, 1]","[2.0, 3.0]",258,0,1,0
10032,20,square_2,"[1, 1]","[20.0, 25.0]",254,0,5,0
10032,20,square_2,"[1, 1]","[40.0, 50.0]",245,0,14,0
10032,20,square_2,"[2, 2]","[2.0, 3.0]",223,0,1,0
10032,20,square_2,"[2, 2]","[20.0, 25.0]",217,0,7,0
10032,20,square_2,"[2, 2]","[40.0, 50.0]",209,0,15,0
10032,20,spiral_1,"[0.1, 0.1]","[2.0, 3.0]",728,0,0,0
10032,20,spiral_1,"[0.1, 0.1]","[20.0, 25.0]",718,0,10,0
10032,20,spiral_1,"[0.1, 0.1]","[40.0, 50.0]",690,0,38,0
10032,20,spiral_1,"[0.5, 0.5]","[2.0, 3.0]",731,0,0,0
10032,20,spiral_1,"[0.5, 0.5]","[20.0, 25.0]",720,0,11,0
10032,20,spiral_1,"[0.5, 0.5]","[40.0, 50.0]",691,0,40,0
10032,20,spiral_1,"[1, 1]","[2.0, 3.0]",744,0,0,0
10032,20,spiral_1,"[1, 1]","[20.0, 25.0]",734,0,10,0
10032,20,spiral_1,"[1, 1]","[40.0, 50.0]",701,0,43,0
10032,20,spiral_1,"[2, 2]","[2.0, 3.0]",731,0,0,0
10032,20,spiral_1,"[2, 2]","[20.0, 25.0]",721,0,10,0
10032,20,spiral_1,"[2, 2]","[40.0, 50.0]",690,0,41,0
10032,20,spiral_2,"[0.1, 0.1]","[2.0, 3.0]",132,0,0,0
10032,20,spiral_2,"[0.1, 0.1]","[20.0, 25.0]",131,0,1,0
10032,20,spiral_2,"[0.1, 0.1]","[40.0, 50.0]",123,0,9,0
10032,20,spiral_2,"[0.5, 0.5]","[2.0, 3.0]",128,0,0,0
10032,20,spiral_2,"[0.5, 0.5]","[20.0, 25.0]",127,0,1,0
10032,20,spiral_2,"[0.5, 0.5]","[40.0, 50.0]",119,0,9,0
10032,20,spiral_2,"[1, 1]","[2.0, 3.0]",128,0,0,0
10032,20,spiral_2,"[1, 1]","[20.0, 25.0]",127,0,1,0
10032,20,spiral_2,"[1, 1]","[40.0, 50.0]",119,0,9,0
10032,20,spiral_2,"[2, 2]","[2.0, 3.0]",117,0,0,0
10032,20,spiral_2,"[2, 2]","[20.0, 25.0]",115,0,2,0
10032,20,spiral_2,"[2, 2]","[40.0, 50.0]",106,0,11,0
10032,50,square_1,"[0.1, 0.1]","[2.0, 3.0]",1429,0,4,0
10032,50,square_1,"[0.1, 0.1]","[20.0, 25.0]",1410,0,23,0
10032,50,square_1,"[0.1, 0.1]","[40.0, 50.0]",1365,0,68,0
10032,50,square_1,"[0.5, 0.5]","[2.0, 3.0]",1429,0,4,0
10032,50,square_1,"[0.5, 0.5]","[20.0, 25.0]",1416,0,17,0
10032,50,square_1,"[0.5, 0.5]","[40.0, 50.0]",1364,0,69,0
10032,50,square_1,"[1, 1]","[2.0, 3.0]",1420,0,3,0
10032,50,square_1,"[1, 1]","[20.0, 25.0]",1410,0,13,0
10032,50,square_1,"[1, 1]","[40.0, 50.0]",1352,0,71,0
10032,50,square_1,"[2, 2]","[2.0, 3.0]",1446,0,4,0
10032,50,square_1,"[2, 2]","[20.0, 25.0]",1432,0,18,0
10032,50,square_1,"[2, 2]","[40.0, 50.0]",1376,0,74,0
10032,50,square_2,"[0.1, 0.1]","[2.0, 3.0]",697,0,1,0
10032,50,square_2,"[0.1, 0.1]","[20.0, 25.0]",693,0,5,0
10032,50,square_2,"[0.1, 0.1]","[40.0, 50.0]",664,0,34,0
10032,50,square_2,"[0.5, 0.5]","[2.0, 3.0]",704,0,3,0
10032,50,square_2,"[0.5, 0.5]","[20.0, 25.0]",701,0,6,0
10032,50,square_2,"[0.5, 0.5]","[40.0, 50.0]",670,0,37,0
10032,50,square_2,"[1, 1]","[2.0, 3.0]",698,0,3,0
10032,50,square_2,"[1, 1]","[20.0, 25.0]",695,0,6,0
10032,50,square_2,"[1, 1]","[40.0, 50.0]",666,0,35,0
10032,50,square_2,"[2, 2]","[2.0, 3.0]",716,0,3,0
10032,50,square_2,"[2, 2]","[20.0, 25.0]",709,0,10,0
10032,50,square_2,"[2, 2]","[40.0, 50.0]",683,0,36,0
10032,50,spiral_1,"[0.1, 0.1]","[2.0, 3.0]",1560,0,3,0
10032,50,spiral_1,"[0.1, 0.1]","[20.0, 25.0]",1540,0,23,0
10032,50,spiral_1,"[0.1, 0.1]","[40.0, 50.0]",1475,0,88,0
10032,50,spiral_1,"[0.5, 0.5]","[2.0, 3.0]",1570,0,1,0
10032,50,spiral_1,"[0.5, 0.5]","[20.0, 25.0]",1548,0,23,0
10032,50,spiral_1,"[0.5, 0.5]","[40.0, 50.0]",1495,0,76,0
10032,50,spiral_1,"[1, 1]","[2.0, 3.0]",1553,0,1,0
10032,50,spiral_1,"[1, 1]","[20.0, 25.0]",1533,0,21,0
10032,50,spiral_1,"[1, 1]","[40.0, 50.0]",1477,0,77,0
10032,50,spiral_1,"[2, 2]","[2.0, 3.0]",1560,0,1,0
10032,50,spiral_1,"[2, 2]","[20.0, 25.0]",1537,0,24,0
10032,50,spiral_1,"[2, 2]","[40.0, 50.0]",1468,0,93,0
10032,50,spiral_2,"[0.1, 0.1]","[2.0, 3.0]",693,0,1,0
10032,50,spiral_2,"[0.1, 0.1]","[20.0, 25.0]",684,0,10,0
10032,50,spiral_2,"[0.1, 0.1]","[40.0, 50.0]",657,0,37,0
10032,50,spiral_2,"[0.5, 0.5]","[2.0, 3.0]",703,0,0,0
10032,50,spiral_2,"[0.5, 0.5]","[20.0, 25.0]",695,0,8,0
10032,50,spiral_2,"[0.5, 0.5]","[40.0, 50.0]",672,0,31,0
10032,50,spiral_2,"[1, 1]","[2.0, 3.0]",701,0,0,0
10032,50,spiral_2,"[1, 1]","[20.0, 25.0]",690,0,11,0
10032,50,spiral_2,"[1, 1]","[40.0, 50.0]",664,0,37,0
10032,50,spiral_2,"[2, 2]","[2.0, 3.0]",727,0,0,0
10032,50,spiral_2,"[2, 2]","[20.0, 25.0]",721,0,6,0
10032,50,spiral_2,"[2, 2]","[40.0, 50.0]",682,0,45,0
10032,150,square_1,"[0.1, 0.1]","[2.0, 3.0]",5011,0,22,0
10032,150,square_1,"[0.1, 0.1]","[20.0, 25.0]",4965,0,68,0
10032,150,square_1,"[0.1, 0.1]","[40.0, 50.0]",4787,0,246,0
10032,150,square_1,"[0.5, 0.5]","[2.0, 3.0]",4965,0,31,0
10032,150,square_1,"[0.5, 0.5]","[20.0, 25.0]",4923,0,73,0
10032,150,square_1,"[0.5, 0.5]","[40.0, 50.0]",4752,0,244,0
10032,150,square_1,"[1, 1]","[2.0, 3.0]",4965,0,39,0
10032,150,square_1,"[1, 1]","[20.0, 25.0]",4939,0,65,0
10032,150,square_1,"[1, 1]","[40.0, 50.0]",4754,0,250,0
10032,150,square_1,"[2, 2]","[2.0, 3.0]",4939,0,61,0
10032,150,square_1,"[2, 2]","[20.0, 25.0]",4918,0,82,0
10032,150,square_1,"[2, 2]","[40.0, 50.0]",4716,0,284,0
10032,150,square_2,"[0.1, 0.1]","[2.0, 3.0]",3076,0,15,0
10032,150,square_2,"[0.1, 0.1]","[20.0, 25.0]",3047,0,44,0
10032,150,square_2,"[0.1, 0.1]","[40.0, 50.0]",2935,0,156,0
10032,150,square_2,"[0.5, 0.5]","[2.0, 3.0]",3055,0,14,0
10032,150,square_2,"[0.5, 0.5]","[20.0, 25.0]",3024,0,45,0
10032,150,square_2,"[0.5, 0.5]","[40.0, 50.0]",2917,0,152,0
10032,150,square_2,"[1, 1]","[2.0, 3.0]",3035,0,18,0
10032,150,square_2,"[1, 1]","[20.0, 25.0]",3012,0,41,0
10032,150,square_2,"[1, 1]","[40.0, 50.0]",2895,0,158,0
10032,150,square_2,"[2, 2]","[2.0, 3.0]",2988,0,50,0
10032,150,square_2,"[2, 2]","[20.0, 25.0]",2992,0,46,0
10032,150,square_2,"[2, 2]","[40.0, 50.0]",2874,0,164,0
10032,150,spiral_1,"[0.1, 0.1]","[2.0, 3.0]",5387,0,27,0
10032,150,spiral_1,"[0.1, 0.1]","[20.0, 25.0]",5334,0,80,0
10032,150,spiral_1,"[0.1, 0.1]","[40.0, 50.0]",5130,0,284,0
10032,150,spiral_1,"[0.5, 0.5]","[2.0, 3.0]",5350,0,37,0
10032,150,spiral_1,"[0.5, 0.5]","[20.0, 25.0]",5307,0,80,0
10032,150,spiral_1,"[0.5, 0.5]","[40.0, 50.0]",5089,19,279,0
10032,150,spiral_1,"[1, 1]","[2.0, 3.0]",5395,0,33,0
10032,150,spiral_1,"[1, 1]","[20.0, 25.0]",5352,0,76,0
10032,150,spiral_1,"[1, 1]","[40.0, 50.0]",5135,1,292,0
10032,150,spiral_1,"[2, 2]","[2.0, 3.0]",5297,0,50,0
10032,150,spiral_1,"[2, 2]","[20.0, 25.0]",5267,0,80,0
10032,150,spiral_1,"[2, 2]","[40.0, 50.0]",5041,1,305,0
10032,150,spiral_2,"[0.1, 0.1]","[2.0, 3.0]",3808,0,24,0
10032,150,spiral_2,"[0.1, 0.1]","[20.0, 25.0]",3780,0,52,0
10032,150,spiral_2,"[0.1, 0.1]","[40.0, 50.0]",3658,1,173,0
