act
298643100
3006800
4524900
49849800
1112000
1337000
1009200
0
0
0
1005500
1000000
0
0
0
2207500
10385200
1007500
1007400
1009000
1006200
1000700
1001900
997400
2000000
0
1375400
0
1311600
1171400
0
0
0
1125100
1102800
0
0
0
1154100
0
1138000
0
0
0
1347800
1104200
1069500
0
1002000
1012800
55602500
3000200
2520500
0
998300
1000200
0
999800
1000400
0
1507200
1008400
1008400
998800
1001300
998900
999200
0
0
1506900
0
0
0
998800
999700
0
0
1397100
506400
2009300
2010400
1015400
49306700
998700
0
0
1505300
1006400
0
1006700
1002100
998300
1001000
0
0
0
996700
998100
0
2035600
0
3038200
1459100
1077600
1094700
1107100
1133100
1248300
1084200
0
1007200
1093600
0
1215500
1202500
1510400
1008300
1000400
0
1002100
998400
1170800
0
0
1006900
1000400
1005400
1001700
3200400
4515100
47154100
1000100
1012200
1250700
1008200
1316900
0
0
0
1008600
0
1000400
999700
999400
1002000
999700
1146200
1005900
2005300
999800
0
0
5288100
47916800
1008300
1007300
1992300
2637800
1005700
998600
1000200
1987500
1390400
1006100
0
0
0
0
0
1000300
1383500
1005200
1006600
0
0
0
0
0
0
999700
999400
508300
1008500
0
0
0
0
1272600
1007300
1506700
1007900
5010600
46127600
1997900
1002200
504800
1004300
1003100
0
1001300
999600
1001000
999000
0
1505000
1007600
0
0
0
1000300
999600
1439900
1007200
0
1506800
1008800
0
1401300
1008000
999400
1000900
999200
2007200
506000
1008700
56345800
1293300
1009200
0
998500
505400
1194000
0
997100
0
1167600
0
0
1000900
0
999500
1000400
1000800
0
1005700
0
1000000
0
1000400
0
0
1001000
0
1625400
998600
999300
1505000
1007000
999600
1005600
1000100
1000700
1000900
998600
0
1007500
1007500
1000900
1009300
996900
1000100
999900
999400
0
1016500
504800
1006000
1005500
1002900
997900
1002300
997700
1001800
1508300
0
57706700
999500
0
0
1000700
506800
1006900
1007100
1010800
995700
0
0
0
0
1506000
0
0
0
0
0
1000300
0
52948100
2416400
997400
1003300
0
0
0
0
1007000
1000000
1000000
1000400
0
0
0
0
514000
997700
1008200
1508900
1005500
999900
1000900
999800
1000100
0
0
1325200
1005900
1007300
1005600
1000200
999700
1388800
0
0
0
1505300
0
0
0
0
0
0
1000800
999900
999700
1000200
0
0
1007100
2000300
0
58736000
1505200
2007100
0
0
0
1559600
954600
999300
1006500
0
0
0
0
0
504800
0
0
0
0
0
0
0
1000400
1000500
999600
1299600
1006700
999500
1267900
0
54147100
1991600
1001300
999900
1005300
1467300
0
2282700
1000500
999400
0
0
0
999000
999700
0
1591300
923200
999700
1508200
1008200
5998200
506300
2006500
2999900
2001300
1506600
2017900
1001800
51869100
999300
1001100
1003400
998200
0
999700
1002100
999300
1002600
0
1578900
937100
1006200
1000600
999100
1000700
1999800
999400
1000200
999200
0
0
0
1140800
0
54736700
2013900
998500
1010900
990400
999100
1007600
998500
1000500
999400
1508000
1006900
1005800
999700
0
0
0
505300
1561300
952000
999300
1006300
999800
0
0
1295700
1017700
1163400
1005300
1118600
1438500
0
1082400
53028700
1506000
1141900
1396200
1008000
0
1000200
1000300
999900
1000200
998700
0
0
1006700
999700
1429900
1008400
1000500
0
0
1001000
0
1612600
7844700
999200
1512400
1005600
0
0
0
1001900
1000200
0
0
1007800
1270900
1007500
2000600
1002200
997500
1436900
1507400
2017500
998200
59639100
1999100
0
1001200
1395000
1009600
0
1725100
2110700
2197100
1256300
1503700
1008100
998800
0
0
0
0
0
0
0
995800
1000400
2289200
997400
2006800
1479900
2163100
1009700
1142000
1141100
1007200
1000300
1507200
1006000
1000500
0
0
0
2499200
5506800
43721000
1000900
0
999400
0
0
1005500
1003600
0
0
2000800
998400
0
0
1005000
0
0
1006700
1001000
999400
0
5014700
1999300
0
0
1007000
999600
1005500
1002300
1475100
0
1503300
0
0
0
1438400
1452400
1011300
1000100
999600
999100
1002900
997900
1075200
1417400
1505100
1005400
1238900
1007500
999700
1506100
50922900
1002000
0
0
0
1506000
0
0
0
0
0
0
0
0
1001600
1093300
1010200
2432800
1006500
1000200
2000500
998500
1506400
1009100
0
1007100
999500
1000100
1000700
1000000
0
0
0
1005700
999400
1000100
1105700
1005800
1459300
0
1006800
0
1191600
0
0
999600
991500
54456100
506500
1001700
997900
0
925600
999600
0
49129300
1997700
3001000
0
2034700
2011400
0
0
0
3514400
6905600
1202000
1509900
998100
1006500
1000000
1001900
997700
1000200
1000300
505500
1507200
948600
0
998600
0
0
33420000
1290200
999400
999700
999400
0
0
0
1002300
0
0
0
1001100
1007600
0
1484200
1007100
1008400
0
3884100
0
0
0
0
1002300
1007300
1001300
999000
0
1147000
1007800
1000700
1584900
3388800
1006500
999800
0
0
1149700
1007200
1392900
1166400
0
3000200
40228400
506500
0
0
1494000
0
0
0
2002500
0
0
1000300
0
1007200
1005200
0
1353400
0
0
0
0
0
0
1000100
0
0
1006600
5423600
38651800
999900
998500
999200
1001500
2000700
1506500
0
0
1002400
0
999800
1504900
999400
0
1010100
2140900
1001200
999400
0
0
996900
999900
1504900
1437700
1309800
1008100
1002700
1997900
1507100
1012200
996500
1998000
1003500
2410100
1005700
1504600
1440300
1006100
10246500
2600900
2240700
1508100
1332900
0
1007700
1017300
1006700
1999700
1001000
1588800
50682800
1005600
1003000
1010200
999300
2008700
56299600
1558900
1143200
1493500
1998300
1000000
999600
0
0
0
1002600
998100
1001500
1000500
999100
0
0
0
506100
1007000
2005400
1000600
2009400
998300
999500
504900
0
1007000
0
995800
1002300
56190100
2515200
1119100
1793100
1007200
3006000
999300
998200
1000600
1505500
1011200
1420100
1009600
1000700
44461100
999600
999400
1002600
0
0
0
505600
1006900
1006200
1001500
1000700
0
1000400
0
1504600
0
504600
0
0
0
0
999200
2178700
0
6025900
1513200
1012700
1018800
996100
47909600
998200
1000000
998000
1000400
1567300
949700
2004800
1002500
0
999700
997100
1001600
998800
2025500
1507000
1006000
1998800
0
0
1255200
1199000
1516800
1205200
1336600
1498300
1130600
1078100
1006100
1467400
0
954200
1001100
998400
998800
1005400
49562800
19918400
1002900
0
1596100
934900
1237100
1098200
1267800
47527800
1000900
0
0
1117200
1005500
1000900
0
0
1604100
0
1477900
1005600
0
0
0
0
0
1006000
1001600
1000500
507300
0
1006400
999500
998800
2001900
999400
2010300
0
1000800
1179700
1006200
998500
1000900
1000100
1262800
0
1014200
1007100
0
0
0
0
0
0
1914400
46390700
1007400
0
2001700
2001500
999300
1003100
997300
0
0
1007700
1002100
1006000
0
0
0
1006900
1366200
1005800
1553400
1072900
1006700
1000000
1001300
998500
1000300
2001100
1865400
951200
1007500
998400
1000200
36900800
1003400
1009200
1041200
997800
1001100
2495900
1014800
0
0
2071100
1009700
1006200
999500
1000400
1000600
1346100
1174900
0
1506400
2007900
1006700
0
0
3504900
999200
0
1410400
0
1304500
1284000
1012900
1475000
0
0
1321400
0
1079700
937700
995000
1000500
1006900
6512800
999500
1450100
48795700
1506200
1008300
1006000
1000300
1000300
0
0
0
2001200
0
1507800
1006000
0
0
0
1000600
1000400
0
1005000
0
0
1518300
0
0
0
0
1002300
1432600
3276000
999100
1003000
1587600
0
0
2002100
1000000
998700
999900
1588200
49489400
1007700
0
0
0
1000200
1000200
999800
1355800
1004600
1051100
1007000
0
0
0
0
0
1005500
1001000
1000600
1413900
1006200
0
0
1347000
0
0
0
1360800
0
0
1448000
1250300
32451100
1390100
1500600
0
0
1000200
1002400
0
0
0
0
1000900
1000100
0
1482900
1310200
1008300
998900
0
0
1008700
1095600
1925200
1307500
0
3506100
999800
0
0
0
1006000
1142300
1248600
0
1386500
1509000
0
0
0
1006900
1193200
1419300
1066200
0
0
1007900
41992400
998000
0
0
1000100
1006900
4558300
1119500
1009000
0
1463500
1058000
2005900
999000
0
0
0
0
999900
999700
0
1443700
1425100
1469800
2779400
1454700
1514100
1008500
0
40830000
1004400
996900
505800
1006700
0
0
0
1000200
0
999300
999200
1000200
1254900
1007200
999600
1007300
0
0
999900
0
1508900
1011700
997300
3330900
1999600
2006300
999700
0
0
0
0
0
0
515100
1049900
1264100
0
48494000
1000500
1002300
995600
0
0
0
999800
1000800
0
0
999300
999600
999300
0
506800
1008600
1003300
0
0
998500
0
1442200
0
0
0
0
2000500
1321500
1010300
0
1001200
0
2521900
997800
1000300
999500
3638200
49442100
1002300
0
0
1005700
1287200
1492200
1508100
1296300
1279900
1317200
0
0
1010300
1170200
1013000
1008800
998500
0
51275200
2209700
0
1008100
1001200
0
0
998900
0
0
1006100
1000000
0
1510200
1013000
0
0
0
0
0
0
0
1000000
1506500
0
1004700
999900
1001100
4453800
994600
1509600
504400
0
0
0
0
1340100
1109900
1509600
37708400
1505800
1008000
998800
0
0
0
999300
1000100
999300
1001400
999400
506800
0
0
1009300
1001000
0
0
997200
999400
1000900
998400
503800
0
0
0
1005100
2221000
999000
1008500
995400
1332300
0
0
0
1000400
998600
998800
1002900
1004900
507200
1009700
1006600
0
50642300
999800
0
0
1505400
1363100
0
0
0
1000300
1000900
998800
0
0
1000700
0
0
1008300
999900
1008500
999300
998900
1000000
1000000
1000800
2510800
47780400
1505100
1006800
0
999300
1000200
0
0
0
0
999300
0
1505300
1007900
0
0
0
0
0
998400
1001300
2004900
3437400
0
1001400
1004000
1995400
1000300
1000500
998000
1000700
505100
1005800
1005800
1000500
0
0
0
0
998500
0
1507300
0
998600
0
0
0
0
0
1000900
0
509300
43748900
998300
1000100
999000
999800
0
1505300
1007800
1008800
0
1005200
0
1000800
999500
1322200
1998900
999200
1006900
1004800
1003800
998900
0
0
1323300
2007000
1505500
999900
999900
1502100
1011300
998600
1001300
0
506000
0
1007100
2005700
999500
49406500
1000900
1001900
1000000
0
0
899500
999500
0
0
0
1000400
997300
1000200
999400
0
506100
0
1007500
0
0
1017200
994600
995300
1002700
999200
0
3190100
1999800
0
0
0
510200
0
0
1004100
1006800
1001100
997400
0
0
1001300
1000300
1413500
0
0
0
48959400
1005500
0
1045000
1412000
0
1008500
0
0
1933100
998300
999900
0
0
999400
1007700
2000100
0
0
0
1007100
0
49886800
2531000
1012100
0
0
0
999800
1002500
0
1505400
504400
1005700
0
0
999000
1002900
999100
0
0
1509200
0
0
0
0
1000300
4000800
3999100
41448900
1002300
1001400
0
0
0
1002400
0
0
1011500
1007100
999600
999400
1000000
1000500
0
0
3505500
1005500
1006600
1000200
1013400
987100
1324300
5235000
1006500
994600
999900
0
1000300
0
0
506400
1006900
1006300
0
0
0
1001100
998500
1273500
1005600
1169100
1464100
1197000
1360400
1006300
1007300
0
1318800
0
1007200
1004500
1001900
998100
999400
0
0
0
0
1492200
0
0
0
0
1505800
2005500
1002600
1006300
2445000
0
1009100
36330200
2836100
1007800
0
0
1006600
0
0
1008700
0
0
1066400
1006500
0
1508100
0
0
0
0
0
2456100
1001700
998700
0
1510400
1124600
1097500
0
0
0
0
2231300
5010700
991800
999700
999700
0
506300
1997500
2006200
1486000
1009400
2521800
44405100
2001900
1001300
5187800
8392800
2406700
1009100
997900
2070300
950100
1008900
2006700
1508600
1126900
1001000
999700
51709700
1995700
2917000
6562000
3223900
4570800
2000300
1436100
1007300
2000800
2014000
2099700
1010000
3476600
2169600
1006300
1004700
38065000
1998300
1998500
3511000
2020800
2703600
2001100
2506200
1002800
2000400
1997800
2010500
998200
1002400
1006000
2006500
1999600
51214100
2319100
1948100
1006500
3023300
2006800
2512100
2007300
40220600
2347400
1001600
1015700
1007800
4007500
1508000
999500
1008800
1007700
3077300
1001000
1000100
1237800
1090800
1489100
2513900
41071900
2005100
2012100
2001600
2000200
1525600
8000600
46413800
1999300
1031200
1520700
2254200
1012700
1001800
1000300
1006200
2008000
2001100
1007200
3002300
36745700
2012500
505700
1999500
1006700
1008300
1508500
2001400
2538100
1336800
1000500
2006300
998900
0
2007100
1617900
2000900
1005700
3049500
2505800
1007800
1999800
1000200
6607000
1506900
2006700
2009100
999100
947300
2005700
1123500
2009900
54479200
1508900
2004900
2014300
2523500
4142000
3535500
44076100
1516000
3003800
3496300
54422200
2002300
1995600
2564800
1006700
1016100
3504700
994800
6252600
2006300
1000200
1009100
2578700
1009800
1000500
3060000
2489300
21557600
6846200
998900
2482400
1603500
999700
1010300
1416500
2008800
6500900
27552100
998200
1999400
1007000
1000100
1000600
997600
2021700
1006000
5997700
1505000
1997400
1005100
998700
1514000
1998600
1000500
1507100
3300900
2177300
27701400
1051200
2003900
1000000
1013100
1017900
1251500
