dt
462438100
86609900
32425500
80535900
31160400
75813400
39452400
24866800
23005900
49745000
18279400
51935300
1004600
87472800
23838200
55922600
57705600
105070300
7243900
52100100
38244600
52077200
30954400
27143800
25227200
66968900
22127900
63449100
3506100
55602500
28548500
66731600
54172200
19138000
41868700
14331600
22798800
12881000
37679300
58985900
39127500
13022500
47827200
11616200
26800200
14706600
59067000
50449600
2008800
40064500
5010000
37289200
13050300
66924900
14974500
33832300
13847500
28211200
13739600
49348200
17021500
34605900
32620000
32719000
7364500
34962900
12935700
45956400
14873400
36933400
9696400
43194500
26652700
49196600
19705300
35645300
23012200
52898700
4135000
37781000
15158300
30926900
16329500
67624000
12843900
33411700
34955000
61593600
14180000
34050900
15972000
29938200
23809400
32567100
12560000
34546600
12802200
33283600
13517300
44132700
11989800
36613700
35183000
68278500
13654500
33081100
12714800
36326700
11923100
89532200
12052400
3008000
40353200
4221000
54439400
19861600
66409900
20323200
57751400
22314800
27482100
18711700
46038100
7010600
30841400
10778000
25810300
10023100
40889300
31149400
9879100
45459000
13072900
37771000
25616900
56479900
12139700
31561400
10569900
89693100
14517100
34705800
16601000
50250700
24090800
65245700
12749000
37468200
39968400
81701400
2998600
37314200
13513100
35976600
18828900
58349900
18103000
49351900
55267800
5023400
45963700
17456600
54284500
26289600
39103700
29080700
36100600
5021000
47048300
52394800
26547100
22174100
58986800
20047700
28005400
15409300
52130700
34173100
45333800
42874700
47579300
12433500
62935400
19185100
5087700
40241000
18624200
48786400
36016500
71701100
4000000
213333700
27907800
44005700
48794600
47544500
24082500
52984300
22627000
27715500
27988800
67201700
6450200
45684200
48659400
41222800
25547600
49584700
4552600
40717300
22710800
46151300
28486200
55830900
19765000
23592700
18357300
37779900
17711800
42739000
27484000
40790800
31617800
24112000
79263700
4015300
41153000
34205300
39757300
19049400
59867300
14193600
37259300
30974300
64442500
4520600
17451000
62001000
16929300
38884800
30176300
69697600
38821300
29403500
32450400
64407900
19265400
61423200
34782300
25663500
20991400
47458800
33936200
55902100
19673100
43897700
21692600
61207400
21386700
21894400
44788100
82162000
46000000
18619300
88197500
19478600
44591500
17619400
44306300
23828500
50826700
4289000
49853800
36746500
73080800
22733800
20775600
58881600
4997000
34179200
24862600
68595400
19641000
50096700
29236900
78512000
28059400
4913200
51246000
4307800
37817600
29484000
68132600
21842900
44115500
39985000
15324100
50131300
14846400
34605400
27060800
41993700
41420100
80727300
6098800
55399700
58476200
25099100
33048600
52026200
16776700
59047900
21365100
63767400
28565600
46828600
39352100
78483300
22206100
14997100
45151700
19211100
55877300
18306700
54851800
22609300
45081500
4008200
44343200
6910500
42095500
25421000
68315300
21573300
44710100
18033800
46953800
37903800
75209900
15211500
23346200
43498400
17796600
38678400
15505200
79483400
16533500
30769700
69565000
24550100
24357200
39897800
4486600
30801400
54752000
15523300
36624500
35917400
65382400
13063300
38132500
28982800
63362500
14680900
28176500
28835700
40840400
14362800
39915600
4735900
39759100
14014700
54409800
12044600
14525900
34685500
57182500
32057700
4000600
54047500
14537500
21509800
60995700
12105800
38989500
17719800
44246900
14230200
36424600
18331300
59751400
12052600
24810400
42908700
28281700
45249400
14520900
63290100
5511600
11036400
45116400
11741300
43437900
11591600
38066100
7522100
48621300
36627800
11516800
35911700
14486300
45111900
12850600
44580300
17620600
39046600
14394700
72012000
12236400
41985900
52268600
12312700
270735100
50731100
35862000
14472900
36148900
5729100
34846900
13827400
32332800
22353800
35333000
13855300
37857200
9923400
37069800
12030900
31189300
67120000
13521600
40117200
39041700
15079800
32983200
13879200
55641200
11326200
35453400
33228100
33317200
17257500
20367400
69764200
